State,Year,Quarter,District,Transaction_Count,Transaction_Amount,YearQuarter
Odisha,2020,3,Puri,2508367,3947100295.177197,2020-Q3
Odisha,2020,3,Sonepur,381251,809172723.1178588,2020-Q3
Odisha,2020,3,Khordha,23387123,44638448273.52248,2020-Q3
Odisha,2020,3,Boudh,254628,545058074.0596836,2020-Q3
Odisha,2020,3,Gajapati,438029,1022242584.1231092,2020-Q3
Odisha,2020,3,Nayagarh,1150471,1872504494.580644,2020-Q3
Odisha,2020,3,Nabarangpur,410817,953944775.823143,2020-Q3
Odisha,2020,3,Kendrapara,1718709,2843601668.332469,2020-Q3
Odisha,2020,3,Cuttack,5060890,8273230957.575866,2020-Q3
Odisha,2020,4,Rayagada,1437322,3505981077.0872397,2020-Q4
Odisha,2020,4,Koraput,1326213,3682341020.363221,2020-Q4
Odisha,2020,4,Malkangiri,396989,1080034767.104372,2020-Q4
Odisha,2020,4,Sambalpur,2041120,3856932278.530591,2020-Q4
Odisha,2020,4,Kalahandi,1385646,2970301991.847391,2020-Q4
Odisha,2020,4,Anugul,2566879,5376845657.748441,2020-Q4
Odisha,2020,4,Ganjam,5759948,13253685787.51448,2020-Q4
Odisha,2020,4,Jajapur,4383403,8064953082.11138,2020-Q4
Odisha,2020,4,Bargarh,1229675,2760170987.368587,2020-Q4
Odisha,2020,4,Dhenkanal,2043208,3880815794.301279,2020-Q4
Odisha,2020,4,Bhadrak,2820751,5186943315.862049,2020-Q4
Odisha,2020,4,Nuapada,394157,991560206.670782,2020-Q4
Odisha,2020,4,Kendujhar,2911896,5952433266.6475725,2020-Q4
Odisha,2020,4,Mayurbhanj,1986570,3615645137.819895,2020-Q4
Odisha,2020,4,Jharsuguda,1564404,2963828411.1698093,2020-Q4
Odisha,2020,4,Kandhamal,771916,1759108070.220774,2020-Q4
Odisha,2020,4,Deogarh,253750,570948134.8258158,2020-Q4
Odisha,2020,4,Sundargarh,3330883,6393696705.870721,2020-Q4
Odisha,2020,4,Jagatsinghapur,2391216,4334522915.224213,2020-Q4
Odisha,2020,4,Balangir,1460921,3399486807.277832,2020-Q4
Odisha,2020,4,Baleshwar,3989220,7694990828.293821,2020-Q4
Odisha,2020,4,Puri,3709394,6257350469.108796,2020-Q4
Odisha,2020,4,Sonepur,538383,1256084562.715549,2020-Q4
Odisha,2020,4,Khordha,30354832,54573862957.88316,2020-Q4
Odisha,2020,4,Boudh,354223,843923193.7491837,2020-Q4
Odisha,2020,4,Gajapati,659640,1686082695.4936612,2020-Q4
Odisha,2020,4,Nayagarh,1672589,2988260896.098785,2020-Q4
Odisha,2020,4,Nabarangpur,587880,1638158377.988321,2020-Q4
Odisha,2020,4,Kendrapara,2352689,4247755012.446604,2020-Q4
Odisha,2020,4,Cuttack,7649233,13515958605.271849,2020-Q4
Odisha,2021,1,Rayagada,1580304,3857572983.853812,2021-Q1
Odisha,2021,1,Koraput,1411047,3878359742.028322,2021-Q1
Odisha,2021,1,Malkangiri,417372,1292715033.112402,2021-Q1
Odisha,2021,1,Sambalpur,2362934,4327629131.775824,2021-Q1
Odisha,2021,1,Kalahandi,1524147,3607832701.490842,2021-Q1
Odisha,2021,1,Anugul,2688530,5923776582.870062,2021-Q1
Odisha,2021,1,Ganjam,5849764,13763037682.995209,2021-Q1
Odisha,2021,1,Jajapur,4602753,8875206797.099031,2021-Q1
Odisha,2021,1,Bargarh,1326870,3151903068.550364,2021-Q1
Odisha,2021,1,Dhenkanal,2198973,4435108999.126256,2021-Q1
Odisha,2021,1,Bhadrak,2838067,5913171362.618633,2021-Q1
Odisha,2021,1,Nuapada,434130,1190057735.4815688,2021-Q1
Odisha,2021,1,Kendujhar,3023651,6672384144.204558,2021-Q1
Odisha,2021,1,Mayurbhanj,2086266,4060942529.903472,2021-Q1
Odisha,2021,1,Jharsuguda,1727405,3272554633.900599,2021-Q1
Odisha,2021,1,Kandhamal,1058055,2241356872.397436,2021-Q1
Odisha,2021,1,Deogarh,253699,623754965.5699625,2021-Q1
Odisha,2021,1,Sundargarh,3591361,7002917726.513086,2021-Q1
Odisha,2021,1,Jagatsinghapur,2373105,4667403003.91797,2021-Q1
Odisha,2021,1,Balangir,1609575,3913234687.847176,2021-Q1
Odisha,2021,1,Baleshwar,4262593,8799570176.64051,2021-Q1
Odisha,2021,1,Puri,3904605,7057319530.168398,2021-Q1
Odisha,2021,1,Sonepur,590256,1586903873.628198,2021-Q1
Odisha,2021,1,Khordha,45765876,75722041312.73495,2021-Q1
Odisha,2021,1,Boudh,381445,1050296820.3914832,2021-Q1
Odisha,2021,1,Gajapati,690416,1790861201.587816,2021-Q1
Odisha,2021,1,Nayagarh,1668288,3171144816.7281218,2021-Q1
Odisha,2021,1,Nabarangpur,629994,1939648037.4513333,2021-Q1
Odisha,2021,1,Kendrapara,2318945,4742223586.637663,2021-Q1
Odisha,2021,1,Cuttack,8289932,14866806447.11658,2021-Q1
Odisha,2021,2,Rayagada,1923410,4490127256.444258,2021-Q2
Odisha,2021,2,Koraput,1819616,4735541770.736616,2021-Q2
Odisha,2021,2,Malkangiri,536483,1533587670.9741042,2021-Q2
Odisha,2021,2,Sambalpur,2608509,4696196506.85312,2021-Q2
Odisha,2021,2,Kalahandi,1937182,4092365112.1617126,2021-Q2
Odisha,2021,2,Anugul,3164512,6629061184.353284,2021-Q2
Odisha,2021,2,Ganjam,7627913,16847721822.03468,2021-Q2
Odisha,2021,2,Jajapur,5656119,10463482056.82759,2021-Q2
Odisha,2021,2,Bargarh,1645651,3738223458.736022,2021-Q2
Odisha,2021,2,Dhenkanal,2643521,5071739030.814058,2021-Q2
Odisha,2021,2,Bhadrak,3607884,6934665842.085368,2021-Q2
Odisha,2021,2,Nuapada,575643,1419954693.54291,2021-Q2
Odisha,2021,2,Kendujhar,3840405,8414558964.419752,2021-Q2
Odisha,2021,2,Mayurbhanj,2518601,4822603778.775457,2021-Q2
Odisha,2021,2,Jharsuguda,1975532,3575096264.686943,2021-Q2
Odisha,2021,2,Kandhamal,1337203,2643241575.642929,2021-Q2
Odisha,2021,2,Deogarh,312612,710519513.1816281,2021-Q2
Odisha,2021,2,Sundargarh,4098648,7912972842.987008,2021-Q2
Odisha,2021,2,Jagatsinghapur,3117688,5877965110.803436,2021-Q2
Odisha,2021,2,Balangir,1937619,4234458586.9119015,2021-Q2
Odisha,2021,2,Baleshwar,5228480,10295354117.30094,2021-Q2
Odisha,2021,2,Puri,4549183,8010886850.312719,2021-Q2
Odisha,2021,2,Sonepur,716848,1750553183.503736,2021-Q2
Odisha,2021,2,Khordha,51729539,85083429987.67566,2021-Q2
Odisha,2021,2,Boudh,467496,1140110013.4057992,2021-Q2
Odisha,2021,2,Gajapati,866454,2207862998.9173326,2021-Q2
Odisha,2021,2,Nayagarh,2042130,3717016584.111157,2021-Q2
Odisha,2021,2,Nabarangpur,808234,2137024330.427526,2021-Q2
Odisha,2021,2,Kendrapara,3121087,5922631480.685869,2021-Q2
Odisha,2021,2,Cuttack,9410135,16755164887.95958,2021-Q2
Odisha,2021,3,Rayagada,2574801,5381125913.75685,2021-Q3
Odisha,2021,3,Koraput,2509905,5893005777.487125,2021-Q3
Odisha,2021,3,Malkangiri,696476,1834021448.281316,2021-Q3
Odisha,2021,3,Sambalpur,3665818,6244596039.416242,2021-Q3
Odisha,2021,3,Kalahandi,2578011,4962612594.774069,2021-Q3
Odisha,2021,3,Anugul,4298974,8427870407.924926,2021-Q3
Odisha,2021,3,Ganjam,9758386,20245873714.52936,2021-Q3
Odisha,2021,3,Jajapur,7272580,11904523018.1661,2021-Q3
Odisha,2021,3,Bargarh,2216651,4687162070.696696,2021-Q3
Odisha,2021,3,Dhenkanal,3328230,5951039799.0882845,2021-Q3
Odisha,2021,3,Bhadrak,4514522,7770426087.071074,2021-Q3
Odisha,2021,3,Nuapada,779264,1789197066.495818,2021-Q3
Odisha,2021,3,Kendujhar,4942596,9669648441.296114,2021-Q3
Odisha,2021,3,Mayurbhanj,3366763,6058820680.073039,2021-Q3
Odisha,2021,3,Jharsuguda,2772640,4581837440.292699,2021-Q3
Odisha,2021,3,Kandhamal,1699861,3180693137.6381173,2021-Q3
Odisha,2021,3,Deogarh,401592,837326467.8967565,2021-Q3
Odisha,2021,3,Sundargarh,5579434,10009710570.217987,2021-Q3
Odisha,2021,3,Jagatsinghapur,4055375,6884871775.425156,2021-Q3
Odisha,2021,3,Balangir,2632946,5371520093.547472,2021-Q3
Odisha,2021,3,Baleshwar,6888676,12434308111.40699,2021-Q3
Odisha,2021,3,Puri,6111015,9865814428.877205,2021-Q3
Odisha,2021,3,Sonepur,912081,2022927897.3110287,2021-Q3
Odisha,2021,3,Khordha,71647985,108452202806.2324,2021-Q3
Odisha,2021,3,Boudh,619658,1350893048.43989,2021-Q3
Odisha,2021,3,Gajapati,1119729,2608533955.279698,2021-Q3
Odisha,2021,3,Nayagarh,2508535,4293630576.548504,2021-Q3
Odisha,2021,3,Nabarangpur,1101606,2637036417.011711,2021-Q3
Odisha,2021,3,Kendrapara,3791932,6502877452.246092,2021-Q3
Odisha,2021,3,Cuttack,13016632,21926611695.60376,2021-Q3
Odisha,2021,4,Rayagada,3507319,6787852551.279443,2021-Q4
Odisha,2021,4,Koraput,3420361,7615206063.540329,2021-Q4
Odisha,2021,4,Malkangiri,944763,2362647817.594655,2021-Q4
Odisha,2021,4,Sambalpur,5031922,8285793491.380421,2021-Q4
Odisha,2021,4,Kalahandi,3402330,6135732201.285078,2021-Q4
Odisha,2021,4,Anugul,5595409,10832624236.87973,2021-Q4
Odisha,2021,4,Ganjam,12765148,25961006849.075542,2021-Q4
Odisha,2021,4,Jajapur,9413690,14846315998.40248,2021-Q4
Odisha,2021,4,Bargarh,2928438,5988250004.212584,2021-Q4
Odisha,2021,4,Dhenkanal,4358635,7483698923.738497,2021-Q4
Odisha,2021,4,Bhadrak,5912920,9896347666.60693,2021-Q4
Odisha,2021,4,Nuapada,1029449,2266776078.2405734,2021-Q4
Odisha,2021,4,Kendujhar,6478836,12263605984.76777,2021-Q4
Odisha,2021,4,Mayurbhanj,4438866,8018457152.240012,2021-Q4
Odisha,2021,4,Jharsuguda,3680407,6025708131.50321,2021-Q4
Odisha,2021,4,Kandhamal,2257911,4066852872.568626,2021-Q4
Odisha,2021,4,Deogarh,512496,1062094682.1692728,2021-Q4
Odisha,2021,4,Sundargarh,7505779,13524168955.7137,2021-Q4
Odisha,2021,4,Jagatsinghapur,5234984,8365537188.546018,2021-Q4
Odisha,2021,4,Balangir,3606120,7082596489.488297,2021-Q4
Odisha,2021,4,Baleshwar,8971332,16112382301.47427,2021-Q4
Odisha,2021,4,Puri,8372818,13192898085.078491,2021-Q4
Odisha,2021,4,Sonepur,1161962,2482976023.652462,2021-Q4
Odisha,2021,4,Khordha,94505879,135122128258.6854,2021-Q4
Odisha,2021,4,Boudh,791827,1654377854.776198,2021-Q4
Odisha,2021,4,Gajapati,1471303,3082994382.0058923,2021-Q4
Odisha,2021,4,Nayagarh,3214212,5319824631.017161,2021-Q4
Odisha,2021,4,Nabarangpur,1497950,3502205583.265269,2021-Q4
Odisha,2021,4,Kendrapara,4821107,7981220766.163595,2021-Q4
Odisha,2021,4,Cuttack,17091193,27928768464.5691,2021-Q4
Odisha,2022,1,Rayagada,3936852,8060115677.80162,2022-Q1
Odisha,2022,1,Koraput,4038613,9298326854.887983,2022-Q1
Odisha,2022,1,Malkangiri,1179046,3270655406.286637,2022-Q1
Odisha,2022,1,Sambalpur,5761550,9796463368.436136,2022-Q1
Odisha,2022,1,Kalahandi,4098786,8069224583.104255,2022-Q1
Odisha,2022,1,Anugul,6423393,12666904909.368551,2022-Q1
Odisha,2022,1,Ganjam,14289760,29674857683.21894,2022-Q1
Odisha,2022,1,Jajapur,10760033,17569845983.615982,2022-Q1
Odisha,2022,1,Bargarh,3467880,7430199582.216238,2022-Q1
Odisha,2022,1,Dhenkanal,4932962,8922834794.738628,2022-Q1
Odisha,2022,1,Bhadrak,7049860,12413725786.608269,2022-Q1
Odisha,2022,1,Nuapada,1270136,2867818846.767225,2022-Q1
Odisha,2022,1,Kendujhar,7553005,15056691322.67128,2022-Q1
Odisha,2022,1,Mayurbhanj,5095313,9650878750.134228,2022-Q1
Odisha,2022,1,Jharsuguda,4134502,6844271054.4472685,2022-Q1
Odisha,2022,1,Kandhamal,2538748,4625177433.76757,2022-Q1
Odisha,2022,1,Deogarh,598462,1357264183.472781,2022-Q1
Odisha,2022,1,Sundargarh,8621086,15915215285.75338,2022-Q1
Odisha,2022,1,Jagatsinghapur,5978387,10028244699.65354,2022-Q1
Odisha,2022,1,Balangir,4197830,8648940992.578661,2022-Q1
Odisha,2022,1,Baleshwar,10164531,19169857482.36542,2022-Q1
Odisha,2022,1,Puri,9268269,15063520180.06601,2022-Q1
Odisha,2022,1,Sonepur,1409459,3419311100.975945,2022-Q1
Odisha,2022,1,Khordha,104052705,152745328927.4852,2022-Q1
Odisha,2022,1,Boudh,951344,2234431099.098205,2022-Q1
Odisha,2022,1,Gajapati,1692615,3677406538.079914,2022-Q1
Odisha,2022,1,Nayagarh,3648292,6409579564.616301,2022-Q1
Odisha,2022,1,Nabarangpur,1875017,4950344796.343363,2022-Q1
Odisha,2022,1,Kendrapara,5689131,9906960117.735266,2022-Q1
Odisha,2022,1,Cuttack,18955932,31482914773.52869,2022-Q1
Odisha,2022,2,Rayagada,4627958,8714955313.81208,2022-Q2
Odisha,2022,2,Koraput,4936573,10469450815.61413,2022-Q2
Odisha,2022,2,Malkangiri,1387356,3383818107.921619,2022-Q2
Odisha,2022,2,Sambalpur,6893113,10992643684.98257,2022-Q2
Odisha,2022,2,Kalahandi,4688556,8314694921.632622,2022-Q2
Odisha,2022,2,Anugul,7523854,13937160595.23096,2022-Q2
Odisha,2022,2,Ganjam,17162973,34095586248.50308,2022-Q2
Odisha,2022,2,Jajapur,12788486,20441535607.89478,2022-Q2
Odisha,2022,2,Bargarh,4086915,8114146805.586442,2022-Q2
Odisha,2022,2,Dhenkanal,5757058,9756517532.112658,2022-Q2
Odisha,2022,2,Bhadrak,8276685,14146459101.732891,2022-Q2
Odisha,2022,2,Nuapada,1521970,3116138855.447572,2022-Q2
Odisha,2022,2,Kendujhar,8741853,16383523040.274462,2022-Q2
Odisha,2022,2,Mayurbhanj,6060816,10858866629.5421,2022-Q2
Odisha,2022,2,Jharsuguda,4801176,7708561039.053738,2022-Q2
Odisha,2022,2,Kandhamal,2888894,5091606151.332577,2022-Q2
Odisha,2022,2,Deogarh,690751,1490625193.843516,2022-Q2
Odisha,2022,2,Sundargarh,10183902,18077191337.90131,2022-Q2
Odisha,2022,2,Jagatsinghapur,7161421,11721528584.666609,2022-Q2
Odisha,2022,2,Balangir,4915372,9186213799.65329,2022-Q2
Odisha,2022,2,Baleshwar,12044394,22154827661.36066,2022-Q2
Odisha,2022,2,Puri,11076675,17846685658.051712,2022-Q2
Odisha,2022,2,Sonepur,1649781,3533650027.062365,2022-Q2
Odisha,2022,2,Khordha,124986765,174299128204.99292,2022-Q2
Odisha,2022,2,Boudh,1082256,2255513699.796166,2022-Q2
Odisha,2022,2,Gajapati,2039493,4088833138.615046,2022-Q2
Odisha,2022,2,Nayagarh,4075329,6885797711.463306,2022-Q2
Odisha,2022,2,Nabarangpur,2228087,5063429958.41774,2022-Q2
Odisha,2022,2,Kendrapara,6628224,11344691542.07453,2022-Q2
Odisha,2022,2,Cuttack,22544912,36561231371.45544,2022-Q2
Odisha,2022,3,Rayagada,4630056,7860841426.804449,2022-Q3
Odisha,2022,3,Koraput,5222148,9998538489.170715,2022-Q3
Odisha,2022,3,Malkangiri,1473325,3146761920.063724,2022-Q3
Odisha,2022,3,Sambalpur,7870435,11478161491.37576,2022-Q3
Odisha,2022,3,Kalahandi,5013207,7966634545.859101,2022-Q3
Odisha,2022,3,Anugul,8115183,13631294531.2854,2022-Q3
Odisha,2022,3,Ganjam,18696976,33504012152.53193,2022-Q3
Odisha,2022,3,Jajapur,13031811,18746602447.445084,2022-Q3
Odisha,2022,3,Bargarh,5107762,8890053156.888083,2022-Q3
Odisha,2022,3,Dhenkanal,6306392,9609384521.368856,2022-Q3
Odisha,2022,3,Bhadrak,8725910,13285204298.3607,2022-Q3
Odisha,2022,3,Nuapada,1638138,3030878277.756747,2022-Q3
Odisha,2022,3,Kendujhar,8971733,14742503568.62366,2022-Q3
Odisha,2022,3,Mayurbhanj,6682226,10635989150.20518,2022-Q3
Odisha,2022,3,Jharsuguda,5377124,8014356028.054184,2022-Q3
Odisha,2022,3,Kandhamal,1814757,3284992415.173833,2022-Q3
Odisha,2022,3,Deogarh,793258,1434375903.967788,2022-Q3
Odisha,2022,3,Sundargarh,12922754,20430235862.00016,2022-Q3
Odisha,2022,3,Jagatsinghapur,7256382,10735372271.14161,2022-Q3
Odisha,2022,3,Balangir,5221322,9063831703.893017,2022-Q3
Odisha,2022,3,Baleshwar,11721722,19704921264.79484,2022-Q3
Odisha,2022,3,Puri,11193823,16592473105.31533,2022-Q3
Odisha,2022,3,Sonepur,1778702,3405255943.029232,2022-Q3
Odisha,2022,3,Khordha,182514532,234713995654.54208,2022-Q3
Odisha,2022,3,Boudh,1191513,2148876148.799854,2022-Q3
Odisha,2022,3,Gajapati,3662329,7752031340.001187,2022-Q3
Odisha,2022,3,Nayagarh,4495311,6946679941.389475,2022-Q3
Odisha,2022,3,Nabarangpur,2357269,4596544680.665671,2022-Q3
Odisha,2022,3,Kendrapara,6258047,9787502106.824364,2022-Q3
Odisha,2022,3,Cuttack,26643179,39407252993.2224,2022-Q3
Odisha,2022,4,Rayagada,5257941,8675747746.466286,2022-Q4
Odisha,2022,4,Koraput,6085464,11474927055.71176,2022-Q4
Odisha,2022,4,Malkangiri,1806300,3725926906.9763513,2022-Q4
Odisha,2022,4,Sambalpur,10274024,14842758106.87967,2022-Q4
Odisha,2022,4,Kalahandi,5718284,9059291540.607044,2022-Q4
Odisha,2022,4,Anugul,12295417,19745058048.99432,2022-Q4
Odisha,2022,4,Ganjam,22374745,39538930037.66425,2022-Q4
Odisha,2022,4,Jajapur,14867125,21337793694.56002,2022-Q4
Odisha,2022,4,Bargarh,5568285,9785407450.508884,2022-Q4
Odisha,2022,4,Dhenkanal,6836914,10618843490.21598,2022-Q4
Odisha,2022,4,Bhadrak,10065776,15308124669.53192,2022-Q4
Odisha,2022,4,Nuapada,1890250,3596704492.650288,2022-Q4
Odisha,2022,4,Kendujhar,10410170,17491124060.73769,2022-Q4
Odisha,2022,4,Mayurbhanj,8292947,13255523390.65194,2022-Q4
Odisha,2022,4,Jharsuguda,5993084,8933820245.634933,2022-Q4
Odisha,2022,4,Kandhamal,2010523,3670658325.388134,2022-Q4
Odisha,2022,4,Deogarh,798399,1590818534.2203062,2022-Q4
Odisha,2022,4,Sundargarh,13451927,21877712615.61438,2022-Q4
Odisha,2022,4,Jagatsinghapur,8378147,12340755527.04807,2022-Q4
Odisha,2022,4,Balangir,6484587,11236556907.329632,2022-Q4
Odisha,2022,4,Baleshwar,13396460,22861471772.13806,2022-Q4
Odisha,2022,4,Puri,13182742,19540224955.19215,2022-Q4
Odisha,2022,4,Sonepur,2183385,3996412193.566078,2022-Q4
Odisha,2022,4,Khordha,208260666,268479766618.4059,2022-Q4
Odisha,2022,4,Boudh,1271353,2337831973.684458,2022-Q4
Odisha,2022,4,Gajapati,3242621,6909085562.353609,2022-Q4
Odisha,2022,4,Nayagarh,4834028,7483877287.158049,2022-Q4
Odisha,2022,4,Nabarangpur,2969219,5927912765.485254,2022-Q4
Odisha,2022,4,Kendrapara,7111443,11163586588.460682,2022-Q4
Odisha,2022,4,Cuttack,30402517,45410411960.17213,2022-Q4
Puducherry,2018,1,Karaikal,10266,17996501.51665456,2018-Q1
Puducherry,2018,1,Puducherry,86486,136205607.9458232,2018-Q1
Puducherry,2018,1,Yanam,5948,9167584.996845195,2018-Q1
Puducherry,2018,1,Mahe,1512,2456276.910513108,2018-Q1
Puducherry,2018,2,Karaikal,18649,42127264.52392844,2018-Q2
Puducherry,2018,2,Puducherry,102722,224950541.63276505,2018-Q2
Puducherry,2018,2,Yanam,6204,15165659.15080856,2018-Q2
Puducherry,2018,2,Mahe,2686,3557654.224934818,2018-Q2
Puducherry,2018,3,Karaikal,23605,56668700.11785459,2018-Q3
Puducherry,2018,3,Puducherry,147716,334779012.2520994,2018-Q3
Puducherry,2018,3,Yanam,14243,20556914.72395948,2018-Q3
Puducherry,2018,3,Mahe,4707,5653448.400293597,2018-Q3
Puducherry,2018,4,Karaikal,34809,77106295.39277278,2018-Q4
Puducherry,2018,4,Puducherry,253397,511150128.28504336,2018-Q4
Puducherry,2018,4,Yanam,14991,30135590.74961621,2018-Q4
Puducherry,2018,4,Mahe,4767,7299650.996062614,2018-Q4
Puducherry,2019,1,Karaikal,47329,97328630.03167164,2019-Q1
Puducherry,2019,1,Puducherry,422723,753546044.3241928,2019-Q1
Puducherry,2019,1,Yanam,24489,44751664.92796348,2019-Q1
Puducherry,2019,1,Mahe,6551,10846685.02269478,2019-Q1
Puducherry,2019,2,Karaikal,31079,75135164.18826595,2019-Q2
Puducherry,2019,2,Puducherry,519810,1075863296.394006,2019-Q2
Puducherry,2019,2,Yanam,23022,49923875.40922065,2019-Q2
Puducherry,2019,2,Mahe,6166,10524574.13631358,2019-Q2
Puducherry,2019,3,Karaikal,45737,101419895.438094,2019-Q3
Puducherry,2019,3,Puducherry,629431,1279933924.090239,2019-Q3
Puducherry,2019,3,Yanam,33240,64060521.00575118,2019-Q3
Puducherry,2019,3,Mahe,8418,15294016.92132694,2019-Q3
Puducherry,2019,4,Karaikal,58510,122162466.31398112,2019-Q4
Puducherry,2019,4,Puducherry,893985,1700000398.356333,2019-Q4
Puducherry,2019,4,Yanam,48736,91368451.74732454,2019-Q4
Puducherry,2019,4,Mahe,11424,18497001.46126328,2019-Q4
Puducherry,2020,1,Karaikal,68088,136347281.23095742,2020-Q1
Puducherry,2020,1,Puducherry,1060927,1916832756.328799,2020-Q1
Puducherry,2020,1,Yanam,65016,129871509.5109408,2020-Q1
Puducherry,2020,1,Mahe,13890,22225930.00888686,2020-Q1
Puducherry,2020,2,Karaikal,64779,128626212.880114,2020-Q2
Puducherry,2020,2,Puducherry,868930,1652466844.360521,2020-Q2
Puducherry,2020,2,Yanam,78024,142084095.51889393,2020-Q2
Puducherry,2020,2,Mahe,21650,36853827.72806046,2020-Q2
Puducherry,2020,3,Karaikal,85556,201796443.97124588,2020-Q3
Puducherry,2020,3,Puducherry,1515874,3144232151.699005,2020-Q3
Puducherry,2020,3,Yanam,105613,212350487.3167481,2020-Q3
Puducherry,2020,3,Mahe,23859,39701146.44760118,2020-Q3
Puducherry,2020,4,Karaikal,141895,310516002.76905733,2020-Q4
Puducherry,2020,4,Puducherry,2349454,4194543311.971803,2020-Q4
Puducherry,2020,4,Yanam,182547,363312761.9640232,2020-Q4
Puducherry,2020,4,Mahe,42107,62154140.96632716,2020-Q4
Puducherry,2021,1,Karaikal,161642,360807458.7675149,2021-Q1
Puducherry,2021,1,Puducherry,2920236,5086390412.0896845,2021-Q1
Puducherry,2021,1,Yanam,178609,375222411.5704019,2021-Q1
Puducherry,2021,1,Mahe,48945,76889289.31604216,2021-Q1
Puducherry,2021,2,Karaikal,169944,352528451.69910693,2021-Q2
Puducherry,2021,2,Puducherry,3316123,5610649880.723414,2021-Q2
Puducherry,2021,2,Yanam,212893,448908146.532982,2021-Q2
Puducherry,2021,2,Mahe,52427,86748217.58839178,2021-Q2
Puducherry,2021,3,Karaikal,241468,508474640.4041999,2021-Q3
Puducherry,2021,3,Puducherry,4514763,7530306876.968773,2021-Q3
Puducherry,2021,3,Yanam,289263,571731114.8773613,2021-Q3
Puducherry,2021,3,Mahe,76232,119461798.7641369,2021-Q3
Puducherry,2021,4,Karaikal,300601,586375959.8099657,2021-Q4
Puducherry,2021,4,Puducherry,5606990,8973636725.35894,2021-Q4
Puducherry,2021,4,Yanam,360182,704806775.3570119,2021-Q4
Puducherry,2021,4,Mahe,101037,158832340.7045973,2021-Q4
Puducherry,2022,1,Karaikal,362403,702448183.2222146,2022-Q1
Puducherry,2022,1,Puducherry,6470067,10377036935.72727,2022-Q1
Puducherry,2022,1,Yanam,410527,819248314.3131008,2022-Q1
Puducherry,2022,1,Mahe,116179,184741472.1240724,2022-Q1
Puducherry,2022,2,Karaikal,417480,788877561.2769251,2022-Q2
Puducherry,2022,2,Puducherry,7617058,11822245859.332409,2022-Q2
Puducherry,2022,2,Yanam,481753,963312236.3090452,2022-Q2
Puducherry,2022,2,Mahe,127396,204309598.8505104,2022-Q2
Puducherry,2022,3,Karaikal,456795,825576112.2167913,2022-Q3
Puducherry,2022,3,Puducherry,5992740,8962290618.748474,2022-Q3
Puducherry,2022,3,Yanam,466305,876565449.6380186,2022-Q3
Puducherry,2022,3,Mahe,126887,189885530.53765923,2022-Q3
Puducherry,2022,4,Karaikal,488147,837406336.5163368,2022-Q4
Puducherry,2022,4,Puducherry,6382870,9121245940.116943,2022-Q4
Puducherry,2022,4,Yanam,536311,969860108.259364,2022-Q4
Puducherry,2022,4,Mahe,148799,213692492.2818488,2022-Q4
Punjab,2018,1,Shahid Bhagat Singh Nagar,20891,31984799.71713729,2018-Q1
Punjab,2018,1,Fazilka,100864,118915901.38096192,2018-Q1
Punjab,2018,1,Barnala,20348,30779491.36074768,2018-Q1
Punjab,2018,1,Mansa,47047,41535817.90595643,2018-Q1
Punjab,2018,1,Ludhiana,427197,563038260.5420344,2018-Q1
Punjab,2018,1,Sri Muktsar Sahib,44697,54146157.15264935,2018-Q1
Punjab,2018,1,Patiala,131111,216716752.3274328,2018-Q1
Punjab,2018,1,Pathankot,51474,81047251.32470225,2018-Q1
Punjab,2018,1,Fatehgarh Sahib,31868,43563884.00230488,2018-Q1
Punjab,2018,1,Rupnagar,33059,51094982.22818903,2018-Q1
Punjab,2018,1,Tarn Taran,23026,43205533.21603615,2018-Q1
Punjab,2018,1,Sas Nagar,285119,465850273.6343405,2018-Q1
Punjab,2018,1,Sangrur,89227,118420389.5279365,2018-Q1
Punjab,2018,1,Jalandhar,118981,193577710.74675983,2018-Q1
Punjab,2018,1,Bathinda,96310,151709303.3472533,2018-Q1
Punjab,2018,1,Kapurthala,65770,79325181.77412872,2018-Q1
Punjab,2018,1,Firozepur,43858,68077291.26643817,2018-Q1
Punjab,2018,1,Gurdaspur,33787,57534101.01561795,2018-Q1
Punjab,2018,1,Amritsar,98115,200091373.45188668,2018-Q1
Punjab,2018,1,Faridkot,31684,45932933.791692935,2018-Q1
Punjab,2018,1,Hoshiarpur,43008,64771754.25275349,2018-Q1
Punjab,2018,1,Moga,32992,59439080.88744533,2018-Q1
Punjab,2018,2,Shahid Bhagat Singh Nagar,27601,57097563.75463554,2018-Q2
Punjab,2018,2,Fazilka,132032,203431002.4728447,2018-Q2
Punjab,2018,2,Barnala,27175,55951707.92772633,2018-Q2
Punjab,2018,2,Mansa,61637,73350476.69493681,2018-Q2
Punjab,2018,2,Ludhiana,572930,935892631.8609878,2018-Q2
Punjab,2018,2,Sri Muktsar Sahib,62150,98991562.11189888,2018-Q2
Punjab,2018,2,Patiala,196259,371254259.4379476,2018-Q2
Punjab,2018,2,Pathankot,78612,158739383.40365842,2018-Q2
Punjab,2018,2,Fatehgarh Sahib,45947,73715314.65665385,2018-Q2
Punjab,2018,2,Rupnagar,44278,84494301.9300065,2018-Q2
Punjab,2018,2,Tarn Taran,30289,62616087.61835232,2018-Q2
Punjab,2018,2,Sas Nagar,387752,730035482.9606797,2018-Q2
Punjab,2018,2,Sangrur,125761,193602226.8394437,2018-Q2
Punjab,2018,2,Jalandhar,158547,333928450.34592813,2018-Q2
