State,Year,Quarter,District,Transaction_Count,Transaction_Amount,YearQuarter
Maharashtra,2020,2,Solapur,6271738,11057370637.17813,2020-Q2
Maharashtra,2020,2,Palghar,4237438,5239353069.683626,2020-Q2
Maharashtra,2020,2,Raigad,4056198,5669347658.182283,2020-Q2
Maharashtra,2020,3,Pune,101472134,154366363808.0403,2020-Q3
Maharashtra,2020,3,Mumbai Suburban,20687558,38421032377.84479,2020-Q3
Maharashtra,2020,3,Nashik,17587671,26675908700.898186,2020-Q3
Maharashtra,2020,3,Thane,16568232,26708998225.0977,2020-Q3
Maharashtra,2020,3,Aurangabad,12231686,19033463159.35468,2020-Q3
Maharashtra,2020,3,Nagpur,11746960,18854510864.94963,2020-Q3
Maharashtra,2020,3,Ahmednagar,8883332,16593214276.595512,2020-Q3
Maharashtra,2020,3,Solapur,8375851,16121372736.65299,2020-Q3
Maharashtra,2020,3,Raigad,5427408,8380993717.388746,2020-Q3
Maharashtra,2020,3,Palghar,5046305,7298216466.360156,2020-Q3
Maharashtra,2020,4,Pune,142350762,182511549425.14316,2020-Q4
Maharashtra,2020,4,Mumbai Suburban,31947471,52567087497.07484,2020-Q4
Maharashtra,2020,4,Thane,30073494,43911916102.087776,2020-Q4
Maharashtra,2020,4,Nashik,25886584,38876096829.7729,2020-Q4
Maharashtra,2020,4,Aurangabad,19001745,27681773653.44072,2020-Q4
Maharashtra,2020,4,Nagpur,17881031,27734234062.408066,2020-Q4
Maharashtra,2020,4,Ahmednagar,13929256,25560818870.6825,2020-Q4
Maharashtra,2020,4,Solapur,12746918,24047679847.907963,2020-Q4
Maharashtra,2020,4,Raigad,9634903,13939207766.94572,2020-Q4
Maharashtra,2020,4,Palghar,8070045,11789420098.043331,2020-Q4
Maharashtra,2021,1,Pune,208930588,253623629237.6579,2021-Q1
Maharashtra,2021,1,Mumbai Suburban,49079788,75911506798.24135,2021-Q1
Maharashtra,2021,1,Thane,33503449,48840960311.87904,2021-Q1
Maharashtra,2021,1,Nashik,27235543,41832846588.20086,2021-Q1
Maharashtra,2021,1,Aurangabad,20324679,29945191784.13421,2021-Q1
Maharashtra,2021,1,Nagpur,20132732,31261594334.21776,2021-Q1
Maharashtra,2021,1,Washim,16119131,32164445523.2091,2021-Q1
Maharashtra,2021,1,Ahmednagar,14942900,27709537707.31411,2021-Q1
Maharashtra,2021,1,Solapur,13720797,26445846333.975227,2021-Q1
Maharashtra,2021,1,Raigad,10673549,15596964081.619112,2021-Q1
Maharashtra,2021,2,Pune,218732925,298657497266.993,2021-Q2
Maharashtra,2021,2,Mumbai Suburban,51172626,79709409341.93016,2021-Q2
Maharashtra,2021,2,Thane,34695330,51834001818.13349,2021-Q2
Maharashtra,2021,2,Nashik,28391827,47825836433.598206,2021-Q2
Maharashtra,2021,2,Washim,27190170,55251595071.35002,2021-Q2
Maharashtra,2021,2,Aurangabad,23744887,36191383377.4905,2021-Q2
Maharashtra,2021,2,Nagpur,22506189,36690120293.721405,2021-Q2
Maharashtra,2021,2,Ahmednagar,16869500,32660327252.892723,2021-Q2
Maharashtra,2021,2,Solapur,16828619,33876247851.21455,2021-Q2
Maharashtra,2021,2,Raigad,11509927,16915509520.36308,2021-Q2
Maharashtra,2021,3,Pune,303322956,372243656247.4718,2021-Q3
Maharashtra,2021,3,Mumbai Suburban,67846531,100494598469.0651,2021-Q3
Maharashtra,2021,3,Washim,47716080,89156949627.79579,2021-Q3
Maharashtra,2021,3,Thane,46296081,66370065441.36949,2021-Q3
Maharashtra,2021,3,Nashik,39927545,60198709473.80904,2021-Q3
Maharashtra,2021,3,Aurangabad,32667108,45343695947.53139,2021-Q3
Maharashtra,2021,3,Nagpur,29998841,44274024437.65408,2021-Q3
Maharashtra,2021,3,Ahmednagar,23270731,41445914645.10295,2021-Q3
Maharashtra,2021,3,Solapur,22642205,41800216299.60483,2021-Q3
Maharashtra,2021,3,Raigad,15666356,21716387176.67746,2021-Q3
Maharashtra,2021,4,Pune,371337618,454584743765.0555,2021-Q4
Maharashtra,2021,4,Mumbai Suburban,92733033,134616103622.6073,2021-Q4
Maharashtra,2021,4,Thane,58731186,82756618879.3905,2021-Q4
Maharashtra,2021,4,Washim,58312102,108918964843.6331,2021-Q4
Maharashtra,2021,4,Nashik,50753398,77325087055.88705,2021-Q4
Maharashtra,2021,4,Aurangabad,42089766,58225600205.24055,2021-Q4
Maharashtra,2021,4,Nagpur,37294016,55504861303.138176,2021-Q4
Maharashtra,2021,4,Ahmednagar,30809337,53652623922.42543,2021-Q4
Maharashtra,2021,4,Solapur,29893044,53557566277.62863,2021-Q4
Maharashtra,2021,4,Raigad,19999796,27241010089.09033,2021-Q4
Maharashtra,2022,1,Pune,424149132,508475101454.5797,2022-Q1
Maharashtra,2022,1,Mumbai Suburban,104595313,148080835860.6061,2022-Q1
Maharashtra,2022,1,Washim,73700274,136398563399.82822,2022-Q1
Maharashtra,2022,1,Thane,66420329,91604299445.99773,2022-Q1
Maharashtra,2022,1,Nashik,59914404,89903593917.99501,2022-Q1
Maharashtra,2022,1,Aurangabad,48288544,66140008400.38046,2022-Q1
Maharashtra,2022,1,Nagpur,43072958,63065806665.24751,2022-Q1
Maharashtra,2022,1,Ahmednagar,35927347,61917805949.94818,2022-Q1
Maharashtra,2022,1,Solapur,35130037,62436627060.52482,2022-Q1
Maharashtra,2022,1,Raigad,22836136,30642123149.62334,2022-Q1
Maharashtra,2022,2,Pune,520321567,620747087392.5974,2022-Q2
Maharashtra,2022,2,Mumbai Suburban,125227570,172590494011.9373,2022-Q2
Maharashtra,2022,2,Washim,98129806,175926949614.3733,2022-Q2
Maharashtra,2022,2,Thane,76359706,103706480304.36008,2022-Q2
Maharashtra,2022,2,Nashik,69128782,103031323327.3552,2022-Q2
Maharashtra,2022,2,Aurangabad,55248137,75915458866.51474,2022-Q2
Maharashtra,2022,2,Nagpur,52065290,75751126721.70934,2022-Q2
Maharashtra,2022,2,Ahmednagar,42201172,72250021262.47775,2022-Q2
Maharashtra,2022,2,Solapur,41690075,74367210007.30444,2022-Q2
Maharashtra,2022,2,Raigad,26465986,34460851150.86925,2022-Q2
Maharashtra,2022,3,Pune,505018506,549531791371.8349,2022-Q3
Maharashtra,2022,3,Mumbai Suburban,197724164,247678975470.4897,2022-Q3
Maharashtra,2022,3,Thane,80605581,103768554261.10448,2022-Q3
Maharashtra,2022,3,Nashik,75574380,109529218251.0842,2022-Q3
Maharashtra,2022,3,Nagpur,73292524,101188934110.4972,2022-Q3
Maharashtra,2022,3,Mumbai,72051672,98270574413.60028,2022-Q3
Maharashtra,2022,3,Aurangabad,59756919,78617594736.37457,2022-Q3
Maharashtra,2022,3,Solapur,43898093,73768556417.1306,2022-Q3
Maharashtra,2022,3,Ahmednagar,42461860,70593347849.7045,2022-Q3
Maharashtra,2022,3,Raigad,28475145,36394835874.96223,2022-Q3
Maharashtra,2022,4,Pune,544687754,590334491443.0928,2022-Q4
Maharashtra,2022,4,Mumbai Suburban,248827345,310278216439.5166,2022-Q4
Maharashtra,2022,4,Thane,96634264,120463884034.5452,2022-Q4
Maharashtra,2022,4,Nashik,95624463,138499252102.65768,2022-Q4
Maharashtra,2022,4,Nagpur,82944788,116240666679.72598,2022-Q4
Maharashtra,2022,4,Mumbai,75229421,102451767492.8262,2022-Q4
Maharashtra,2022,4,Aurangabad,67307091,90151467648.5776,2022-Q4
Maharashtra,2022,4,Ahmednagar,50187075,84188481406.43468,2022-Q4
Maharashtra,2022,4,Solapur,49452868,83291615226.59082,2022-Q4
Maharashtra,2022,4,Raigad,32354836,40318975044.95994,2022-Q4
Manipur,2018,1,Imphal West,29863,46026262.66627429,2018-Q1
Manipur,2018,1,Imphal East,21960,26028937.81002756,2018-Q1
Manipur,2018,1,Thoubal,8288,8366772.887529282,2018-Q1
Manipur,2018,1,Bishnupur,7005,11341627.66784508,2018-Q1
Manipur,2018,1,Kangpokpi,4187,12129421.38384918,2018-Q1
Manipur,2018,1,Churachandpur,4081,11708258.72127384,2018-Q1
Manipur,2018,1,Kakching,1622,1924584.238445488,2018-Q1
Manipur,2018,1,Ukhrul,1399,1647288.6651835062,2018-Q1
Manipur,2018,1,Jiribam,1305,3564799.4519929583,2018-Q1
Manipur,2018,1,Tamenglong,1007,1709209.2458958817,2018-Q1
Manipur,2018,2,Imphal West,46604,84363001.78828333,2018-Q2
Manipur,2018,2,Imphal East,42065,54561898.74548271,2018-Q2
Manipur,2018,2,Thoubal,20689,17968719.21656375,2018-Q2
Manipur,2018,2,Bishnupur,11338,19352100.53894212,2018-Q2
Manipur,2018,2,Churachandpur,7110,18055703.27078782,2018-Q2
Manipur,2018,2,Kangpokpi,6741,20315625.91653778,2018-Q2
Manipur,2018,2,Kakching,3879,6411513.6565497685,2018-Q2
Manipur,2018,2,Ukhrul,2800,6394470.819340965,2018-Q2
Manipur,2018,2,Jiribam,2710,6467614.407545684,2018-Q2
Manipur,2018,2,Tengnoupal,2080,6077962.2428630125,2018-Q2
Manipur,2018,3,Imphal East,60511,89605715.78431109,2018-Q3
Manipur,2018,3,Imphal West,53577,121033722.0720774,2018-Q3
Manipur,2018,3,Thoubal,19399,34092748.23724542,2018-Q3
Manipur,2018,3,Bishnupur,13649,24368236.71101466,2018-Q3
Manipur,2018,3,Kangpokpi,9151,27937402.09243063,2018-Q3
Manipur,2018,3,Churachandpur,8671,27468832.41328971,2018-Q3
Manipur,2018,3,Kakching,4590,9968419.417644013,2018-Q3
Manipur,2018,3,Jiribam,3959,6601625.253335206,2018-Q3
Manipur,2018,3,Ukhrul,3600,9802720.723219434,2018-Q3
Manipur,2018,3,Tengnoupal,3282,13385091.180977922,2018-Q3
Manipur,2018,4,Imphal West,71845,181598328.15686065,2018-Q4
Manipur,2018,4,Imphal East,54610,129176222.4126263,2018-Q4
Manipur,2018,4,Thoubal,24817,52899731.29086943,2018-Q4
Manipur,2018,4,Bishnupur,19048,37263259.12396773,2018-Q4
Manipur,2018,4,Churachandpur,14801,54503246.75234864,2018-Q4
Manipur,2018,4,Kangpokpi,13325,42081524.60610112,2018-Q4
Manipur,2018,4,Kakching,6508,13429124.00454451,2018-Q4
Manipur,2018,4,Jiribam,5444,13414981.1559591,2018-Q4
Manipur,2018,4,Tengnoupal,5426,22155446.62844094,2018-Q4
Manipur,2018,4,Tamenglong,4866,13057576.007177811,2018-Q4
Manipur,2019,1,Imphal West,79612,205676258.93003768,2019-Q1
Manipur,2019,1,Imphal East,65076,147611078.9308065,2019-Q1
Manipur,2019,1,Thoubal,24257,47210976.00123881,2019-Q1
Manipur,2019,1,Bishnupur,19486,48193281.39036341,2019-Q1
Manipur,2019,1,Churachandpur,16940,53360483.200224034,2019-Q1
Manipur,2019,1,Kangpokpi,15937,42225052.52830845,2019-Q1
Manipur,2019,1,Kakching,6683,13774811.29579331,2019-Q1
Manipur,2019,1,Tamenglong,6373,13975000.5431365,2019-Q1
Manipur,2019,1,Ukhrul,6222,16838560.88842247,2019-Q1
Manipur,2019,1,Tengnoupal,6064,21054191.304917272,2019-Q1
Manipur,2019,2,Imphal West,78677,232056651.71484095,2019-Q2
Manipur,2019,2,Imphal East,60830,163251483.394072,2019-Q2
Manipur,2019,2,Thoubal,20528,50609235.60475471,2019-Q2
Manipur,2019,2,Bishnupur,17577,41645991.98921693,2019-Q2
Manipur,2019,2,Kangpokpi,16230,47129360.10420916,2019-Q2
Manipur,2019,2,Churachandpur,15958,52974898.07418257,2019-Q2
Manipur,2019,2,Ukhrul,7984,21521804.28243749,2019-Q2
Manipur,2019,2,Kakching,6912,16106582.07225971,2019-Q2
Manipur,2019,2,Jiribam,6285,17270321.134957522,2019-Q2
Manipur,2019,2,Tengnoupal,6226,22523708.10563105,2019-Q2
Manipur,2019,3,Imphal West,101022,266880799.5036096,2019-Q3
Manipur,2019,3,Imphal East,79728,206224069.8499016,2019-Q3
Manipur,2019,3,Thoubal,25149,56874722.87584109,2019-Q3
Manipur,2019,3,Kangpokpi,23953,61269618.19095349,2019-Q3
Manipur,2019,3,Churachandpur,23946,67550608.43753463,2019-Q3
Manipur,2019,3,Bishnupur,23755,49667965.86779255,2019-Q3
Manipur,2019,3,Ukhrul,11017,25516446.13860418,2019-Q3
Manipur,2019,3,Kakching,10786,21658629.89109011,2019-Q3
Manipur,2019,3,Tamenglong,9939,22282886.13079204,2019-Q3
Manipur,2019,3,Chandel,9230,20201420.06184667,2019-Q3
Manipur,2019,4,Imphal West,150073,445926296.0528502,2019-Q4
Manipur,2019,4,Imphal East,96589,249197379.85855147,2019-Q4
Manipur,2019,4,Thoubal,32971,73727196.96627039,2019-Q4
Manipur,2019,4,Bishnupur,31835,72704593.78015086,2019-Q4
Manipur,2019,4,Kangpokpi,28686,74931231.19366804,2019-Q4
Manipur,2019,4,Churachandpur,26420,76031748.45585428,2019-Q4
Manipur,2019,4,Kakching,12984,31541265.82204684,2019-Q4
Manipur,2019,4,Ukhrul,12148,33065935.19669049,2019-Q4
Manipur,2019,4,Tamenglong,11954,27326669.89902964,2019-Q4
Manipur,2019,4,Chandel,11650,30393939.87145141,2019-Q4
Manipur,2020,1,Imphal West,471392,1799193747.3658042,2020-Q1
Manipur,2020,1,Imphal East,97573,222479758.42504123,2020-Q1
Manipur,2020,1,Thoubal,40558,92413414.3395817,2020-Q1
Manipur,2020,1,Bishnupur,40172,83818557.86725357,2020-Q1
Manipur,2020,1,Kangpokpi,33643,81400323.90620552,2020-Q1
Manipur,2020,1,Churachandpur,33637,84566221.4462608,2020-Q1
Manipur,2020,1,Kakching,16690,37525920.22436565,2020-Q1
Manipur,2020,1,Tamenglong,14451,31491246.17045552,2020-Q1
Manipur,2020,1,Chandel,13716,31278977.085135244,2020-Q1
Manipur,2020,1,Ukhrul,13355,30659040.231015503,2020-Q1
Manipur,2020,2,Imphal West,551775,2034861513.692541,2020-Q2
Manipur,2020,2,Imphal East,127255,269647863.4355661,2020-Q2
Manipur,2020,2,Bishnupur,70841,142299534.9528148,2020-Q2
Manipur,2020,2,Thoubal,66183,158615301.5132838,2020-Q2
Manipur,2020,2,Churachandpur,50818,128936170.2549285,2020-Q2
Manipur,2020,2,Kangpokpi,48617,105034881.0369594,2020-Q2
Manipur,2020,2,Kakching,30404,53791181.45126964,2020-Q2
Manipur,2020,2,Ukhrul,24243,43560417.966341965,2020-Q2
Manipur,2020,2,Chandel,21517,49008541.10085201,2020-Q2
Manipur,2020,2,Tamenglong,21294,47020896.803083815,2020-Q2
Manipur,2020,3,Imphal West,805964,3116905375.221828,2020-Q3
Manipur,2020,3,Imphal East,148992,357420385.4660148,2020-Q3
Manipur,2020,3,Bishnupur,82097,178752852.0332132,2020-Q3
Manipur,2020,3,Thoubal,75667,178314817.4095067,2020-Q3
Manipur,2020,3,Churachandpur,61160,179008408.76793513,2020-Q3
Manipur,2020,3,Kangpokpi,56646,141494952.88474348,2020-Q3
Manipur,2020,3,Kakching,33268,72744605.62932977,2020-Q3
Manipur,2020,3,Ukhrul,27857,63120519.96337035,2020-Q3
Manipur,2020,3,Chandel,25158,63504521.07112962,2020-Q3
Manipur,2020,3,Tamenglong,24595,57102594.74572652,2020-Q3
Manipur,2020,4,Imphal West,894877,3447479864.951691,2020-Q4
Manipur,2020,4,Imphal East,179438,524041651.0001225,2020-Q4
Manipur,2020,4,Bishnupur,95869,267444206.38869557,2020-Q4
Manipur,2020,4,Thoubal,87208,249311101.3829876,2020-Q4
Manipur,2020,4,Kangpokpi,74472,216458503.2885683,2020-Q4
Manipur,2020,4,Churachandpur,71693,243354880.5430908,2020-Q4
Manipur,2020,4,Kakching,37180,96767393.90324816,2020-Q4
Manipur,2020,4,Ukhrul,32947,91688189.17603046,2020-Q4
Manipur,2020,4,Chandel,31540,90473275.49273106,2020-Q4
Manipur,2020,4,Tamenglong,27674,77956516.78360562,2020-Q4
Manipur,2021,1,Imphal West,1693458,4962553375.308464,2021-Q1
Manipur,2021,1,Imphal East,161841,530028907.0928848,2021-Q1
Manipur,2021,1,Bishnupur,73777,255486792.7272072,2021-Q1
Manipur,2021,1,Thoubal,72593,240713473.6681418,2021-Q1
Manipur,2021,1,Kangpokpi,63234,205050443.8236801,2021-Q1
Manipur,2021,1,Churachandpur,62755,250250943.4094815,2021-Q1
Manipur,2021,1,Kakching,29803,92307870.36114596,2021-Q1
Manipur,2021,1,Chandel,23884,80445733.20656839,2021-Q1
Manipur,2021,1,Ukhrul,22415,68745913.46443735,2021-Q1
Manipur,2021,1,Senapati,22025,73777202.51436572,2021-Q1
Manipur,2021,2,Imphal West,2353896,5697696459.585503,2021-Q2
Manipur,2021,2,Imphal East,179337,491977805.97917175,2021-Q2
Manipur,2021,2,Thoubal,91264,268514237.4881531,2021-Q2
Manipur,2021,2,Bishnupur,89095,260900495.16290623,2021-Q2
Manipur,2021,2,Churachandpur,80524,273962339.39499444,2021-Q2
Manipur,2021,2,Kangpokpi,78765,236369410.09906265,2021-Q2
Manipur,2021,2,Kakching,37444,92311646.34027097,2021-Q2
Manipur,2021,2,Chandel,29178,90054101.93360363,2021-Q2
Manipur,2021,2,Ukhrul,28524,81225585.72178741,2021-Q2
Manipur,2021,2,Senapati,25681,70219657.8819672,2021-Q2
Manipur,2021,3,Imphal West,3027735,7437068961.027052,2021-Q3
Manipur,2021,3,Imphal East,226128,705081475.2381084,2021-Q3
Manipur,2021,3,Thoubal,113257,363547884.1177802,2021-Q3
Manipur,2021,3,Churachandpur,109913,397548796.56202096,2021-Q3
Manipur,2021,3,Bishnupur,104901,320379628.19769484,2021-Q3
Manipur,2021,3,Kangpokpi,94883,299760833.4043892,2021-Q3
Manipur,2021,3,Kakching,44277,128692670.008053,2021-Q3
Manipur,2021,3,Chandel,36126,116052040.7894788,2021-Q3
Manipur,2021,3,Ukhrul,35250,118509943.9038784,2021-Q3
Manipur,2021,3,Tamenglong,33266,108769884.2048046,2021-Q3
Manipur,2021,4,Imphal West,3649688,9254105829.377775,2021-Q4
Manipur,2021,4,Imphal East,268205,853764884.9988655,2021-Q4
Manipur,2021,4,Thoubal,130316,393043161.28167,2021-Q4
Manipur,2021,4,Churachandpur,121140,446895232.6851511,2021-Q4
Manipur,2021,4,Bishnupur,113386,369885898.8351996,2021-Q4
Manipur,2021,4,Kangpokpi,107329,318563859.8204656,2021-Q4
Manipur,2021,4,Kakching,43224,130159064.31913412,2021-Q4
Manipur,2021,4,Tengnoupal,40383,154956864.2361688,2021-Q4
Manipur,2021,4,Tamenglong,40279,140792582.93230072,2021-Q4
Manipur,2021,4,Chandel,39891,131651667.09783672,2021-Q4
Manipur,2022,1,Imphal West,4129560,10331377272.313229,2022-Q1
Manipur,2022,1,Imphal East,298053,926298622.7916504,2022-Q1
Manipur,2022,1,Thoubal,159443,465999965.9324683,2022-Q1
Manipur,2022,1,Churachandpur,132079,478282953.14129984,2022-Q1
Manipur,2022,1,Bishnupur,129775,410979761.5959294,2022-Q1
Manipur,2022,1,Kangpokpi,120614,361422857.4778744,2022-Q1
Manipur,2022,1,Tamenglong,53325,182059187.8775179,2022-Q1
Manipur,2022,1,Chandel,46964,156821048.3314056,2022-Q1
Manipur,2022,1,Ukhrul,45977,163211543.8876433,2022-Q1
Manipur,2022,1,Kakching,45714,129009720.3630175,2022-Q1
Manipur,2022,2,Imphal West,4858000,11035105413.78688,2022-Q2
Manipur,2022,2,Imphal East,334382,1017003992.88119,2022-Q2
Manipur,2022,2,Thoubal,179962,489921006.2514488,2022-Q2
Manipur,2022,2,Bishnupur,132234,427663723.9826202,2022-Q2
Manipur,2022,2,Churachandpur,130821,445674066.4756688,2022-Q2
Manipur,2022,2,Kangpokpi,127346,360381229.2430087,2022-Q2
Manipur,2022,2,Tamenglong,48779,158669784.21199042,2022-Q2
Manipur,2022,2,Ukhrul,48388,165524493.50724018,2022-Q2
Manipur,2022,2,Kakching,45754,124881636.1664599,2022-Q2
Manipur,2022,2,Chandel,44845,161255425.28835762,2022-Q2
Manipur,2022,3,Imphal West,4865688,11153142712.78748,2022-Q3
Manipur,2022,3,Imphal East,401052,1106024473.265097,2022-Q3
Manipur,2022,3,Churachandpur,200968,560754898.7150536,2022-Q3
Manipur,2022,3,Thoubal,198398,502784611.8050357,2022-Q3
Manipur,2022,3,Kangpokpi,137088,382055039.8651606,2022-Q3
Manipur,2022,3,Bishnupur,126573,397535713.95992273,2022-Q3
Manipur,2022,3,Kakching,114178,269711112.4549243,2022-Q3
Manipur,2022,3,Tamenglong,48889,150947198.9523353,2022-Q3
Manipur,2022,3,Ukhrul,48127,165404721.9164956,2022-Q3
Manipur,2022,3,Senapati,46116,141106697.6418018,2022-Q3
Manipur,2022,4,Imphal West,4737839,11004726597.69887,2022-Q4
Manipur,2022,4,Imphal East,417476,1124061241.845398,2022-Q4
Manipur,2022,4,Thoubal,252156,642341521.1672155,2022-Q4
Manipur,2022,4,Kakching,205827,477287512.8489387,2022-Q4
Manipur,2022,4,Kangpokpi,195796,499527018.9345387,2022-Q4
Manipur,2022,4,Churachandpur,139622,418292018.1391273,2022-Q4
Manipur,2022,4,Bishnupur,134155,398215642.6664851,2022-Q4
Manipur,2022,4,Senapati,63745,180730794.8423508,2022-Q4
Manipur,2022,4,Tamenglong,51040,160602196.99791262,2022-Q4
Manipur,2022,4,Tengnoupal,49553,175755833.19199598,2022-Q4
Meghalaya,2018,1,East Khasi Hills,23283,31807959.17537334,2018-Q1
Meghalaya,2018,1,West Garo Hills,7660,9199200.848858137,2018-Q1
Meghalaya,2018,1,Ribhoi,6029,8736566.953918608,2018-Q1
Meghalaya,2018,1,East Jaintia Hills,4896,8299361.376028441,2018-Q1
Meghalaya,2018,1,West Jaintia Hills,3131,2812937.948004551,2018-Q1
Meghalaya,2018,1,West Khasi Hills,1079,1647761.3372907462,2018-Q1
Meghalaya,2018,1,North Garo Hills,922,652554.6654640209,2018-Q1
Meghalaya,2018,1,South West Garo Hills,798,1015597.2351604332,2018-Q1
Meghalaya,2018,1,East Garo Hills,749,781579.3759249721,2018-Q1
Meghalaya,2018,1,South Garo Hills,705,807410.0407250253,2018-Q1
Meghalaya,2018,2,East Khasi Hills,33966,61180700.47972991,2018-Q2
Meghalaya,2018,2,West Garo Hills,10651,19685429.15426454,2018-Q2
Meghalaya,2018,2,Ribhoi,8761,14181827.91983224,2018-Q2
Meghalaya,2018,2,East Jaintia Hills,6004,13059945.84304524,2018-Q2
Meghalaya,2018,2,West Jaintia Hills,2232,2312980.3326936862,2018-Q2
Meghalaya,2018,2,South West Garo Hills,1767,1724404.6747075585,2018-Q2
Meghalaya,2018,2,North Garo Hills,1403,1278347.188045342,2018-Q2
Meghalaya,2018,2,South Garo Hills,1103,1553253.9322072896,2018-Q2
Meghalaya,2018,2,East Garo Hills,832,1032161.1690227182,2018-Q2
Meghalaya,2018,2,West Khasi Hills,742,684129.9552836155,2018-Q2
Meghalaya,2018,3,East Khasi Hills,54015,111173160.2625644,2018-Q3
Meghalaya,2018,3,West Garo Hills,17911,31488596.43937725,2018-Q3
Meghalaya,2018,3,Ribhoi,13023,26072883.30165546,2018-Q3
Meghalaya,2018,3,East Jaintia Hills,11397,22683448.87412584,2018-Q3
Meghalaya,2018,3,West Jaintia Hills,3240,4571330.11958733,2018-Q3
Meghalaya,2018,3,South West Garo Hills,2740,4294444.447825844,2018-Q3
Meghalaya,2018,3,North Garo Hills,2271,1976480.205681387,2018-Q3
Meghalaya,2018,3,South Garo Hills,2110,2467349.256531048,2018-Q3
Meghalaya,2018,3,East Garo Hills,1323,1963470.7809556075,2018-Q3
Meghalaya,2018,3,West Khasi Hills,1228,2146208.196912882,2018-Q3
Meghalaya,2018,4,East Khasi Hills,70386,167808906.7795516,2018-Q4
Meghalaya,2018,4,West Garo Hills,29000,52674487.37349704,2018-Q4
Meghalaya,2018,4,East Jaintia Hills,20614,37885027.67424764,2018-Q4
Meghalaya,2018,4,Ribhoi,18294,42066652.87282289,2018-Q4
Meghalaya,2018,4,West Jaintia Hills,4693,7562803.76113517,2018-Q4
Meghalaya,2018,4,North Garo Hills,4011,4590211.2600644585,2018-Q4
Meghalaya,2018,4,South West Garo Hills,3950,4531236.407859931,2018-Q4
Meghalaya,2018,4,South Garo Hills,3037,6001319.09688588,2018-Q4
Meghalaya,2018,4,West Khasi Hills,2821,5962239.029920495,2018-Q4
Meghalaya,2018,4,East Garo Hills,2808,5832920.483690145,2018-Q4
Meghalaya,2019,1,East Khasi Hills,101662,201352082.70276007,2019-Q1
Meghalaya,2019,1,West Garo Hills,30087,58548564.16871372,2019-Q1
Meghalaya,2019,1,Ribhoi,27304,55813436.16699863,2019-Q1
Meghalaya,2019,1,East Jaintia Hills,25054,46007520.563187,2019-Q1
Meghalaya,2019,1,West Jaintia Hills,5411,7594602.551824972,2019-Q1
Meghalaya,2019,1,South West Garo Hills,3819,4558241.545395774,2019-Q1
Meghalaya,2019,1,North Garo Hills,3816,4016398.106261872,2019-Q1
Meghalaya,2019,1,West Khasi Hills,3646,5045464.405482588,2019-Q1
Meghalaya,2019,1,East Garo Hills,3529,6495149.290021526,2019-Q1
Meghalaya,2019,1,South Garo Hills,3146,7486873.33081286,2019-Q1
Meghalaya,2019,2,East Khasi Hills,126665,274701980.6037081,2019-Q2
Meghalaya,2019,2,West Garo Hills,32077,70701852.43602182,2019-Q2
Meghalaya,2019,2,Ribhoi,27488,61625177.51082604,2019-Q2
Meghalaya,2019,2,East Jaintia Hills,21325,43624217.35616366,2019-Q2
Meghalaya,2019,2,West Jaintia Hills,5226,9713762.898637522,2019-Q2
Meghalaya,2019,2,South West Garo Hills,4563,6981663.150095232,2019-Q2
Meghalaya,2019,2,East Garo Hills,3926,6785815.738085165,2019-Q2
Meghalaya,2019,2,North Garo Hills,3804,4329558.19180281,2019-Q2
Meghalaya,2019,2,South Garo Hills,3048,7076537.051932728,2019-Q2
Meghalaya,2019,2,West Khasi Hills,3012,4711717.239687435,2019-Q2
Meghalaya,2019,3,East Khasi Hills,156970,344129503.4634751,2019-Q3
Meghalaya,2019,3,West Garo Hills,45652,90390851.32626867,2019-Q3
Meghalaya,2019,3,Ribhoi,36292,73979318.03570686,2019-Q3
Meghalaya,2019,3,East Jaintia Hills,28604,50090916.581640005,2019-Q3
Meghalaya,2019,3,West Jaintia Hills,8947,11292434.23987686,2019-Q3
Meghalaya,2019,3,South West Garo Hills,6405,9676872.049848383,2019-Q3
Meghalaya,2019,3,North Garo Hills,6329,7479871.090316384,2019-Q3
Meghalaya,2019,3,East Garo Hills,5970,8134689.123280492,2019-Q3
Meghalaya,2019,3,South Garo Hills,4768,7846736.258536675,2019-Q3
Meghalaya,2019,3,West Khasi Hills,4604,6779362.1133165285,2019-Q3
Meghalaya,2019,4,East Khasi Hills,189936,413649820.0310261,2019-Q4
Meghalaya,2019,4,West Garo Hills,51137,104063298.1853754,2019-Q4
Meghalaya,2019,4,Ribhoi,42953,90622918.2855494,2019-Q4
Meghalaya,2019,4,East Jaintia Hills,31575,61615652.49744396,2019-Q4
Meghalaya,2019,4,West Jaintia Hills,11750,16126169.37307124,2019-Q4
Meghalaya,2019,4,North Garo Hills,8449,11018090.11324269,2019-Q4
Meghalaya,2019,4,East Garo Hills,7811,11523924.1048165,2019-Q4
Meghalaya,2019,4,South West Garo Hills,7301,11722163.479435438,2019-Q4
Meghalaya,2019,4,South Garo Hills,7020,9901296.404344358,2019-Q4
Meghalaya,2019,4,West Khasi Hills,5296,8007467.1825601505,2019-Q4
Meghalaya,2020,1,East Khasi Hills,280817,712010339.1765578,2020-Q1
Meghalaya,2020,1,West Garo Hills,65263,130098803.7489394,2020-Q1
Meghalaya,2020,1,Ribhoi,51789,109400759.4666921,2020-Q1
Meghalaya,2020,1,East Jaintia Hills,36855,76021760.04400355,2020-Q1
