State,Year,Quarter,District,Transaction_Count,Transaction_Amount,YearQuarter
Andaman & Nicobar Islands,2018,1,South Andaman,5688,12560249.34366581,2018-Q1
Andaman & Nicobar Islands,2018,1,Nicobars,528,1139848.801225994,2018-Q1
Andaman & Nicobar Islands,2018,1,North and Middle Andaman,442,931663.0770939871,2018-Q1
Andaman & Nicobar Islands,2018,2,South Andaman,9395,23948235.51634325,2018-Q2
Andaman & Nicobar Islands,2018,2,Nicobars,1120,3072436.9081196385,2018-Q2
Andaman & Nicobar Islands,2018,2,North and Middle Andaman,825,1317863.0834906558,2018-Q2
Andaman & Nicobar Islands,2018,3,South Andaman,13511,44268112.464252464,2018-Q3
Andaman & Nicobar Islands,2018,3,Nicobars,1471,6387829.151558982,2018-Q3
Andaman & Nicobar Islands,2018,3,North and Middle Andaman,1283,4901529.518499676,2018-Q3
Andaman & Nicobar Islands,2018,4,South Andaman,20136,75411840.8018554,2018-Q4
Andaman & Nicobar Islands,2018,4,North and Middle Andaman,2137,7955635.917688001,2018-Q4
Andaman & Nicobar Islands,2018,4,Nicobars,1485,7180859.354911782,2018-Q4
Andaman & Nicobar Islands,2019,1,South Andaman,25683,85501972.38780196,2019-Q1
Andaman & Nicobar Islands,2019,1,North and Middle Andaman,3264,9561708.736298349,2019-Q1
Andaman & Nicobar Islands,2019,1,Nicobars,1539,7236059.549389593,2019-Q1
Andaman & Nicobar Islands,2019,2,South Andaman,28490,102530955.71341252,2019-Q2
Andaman & Nicobar Islands,2019,2,North and Middle Andaman,3371,8612103.13788812,2019-Q2
Andaman & Nicobar Islands,2019,2,Nicobars,1828,9111650.82436246,2019-Q2
Andaman & Nicobar Islands,2019,3,South Andaman,27421,91023888.32848611,2019-Q3
Andaman & Nicobar Islands,2019,3,North and Middle Andaman,4049,11481466.28335679,2019-Q3
Andaman & Nicobar Islands,2019,3,Nicobars,2300,11566421.47545101,2019-Q3
Andaman & Nicobar Islands,2019,4,South Andaman,27843,110930312.2061162,2019-Q4
Andaman & Nicobar Islands,2019,4,North and Middle Andaman,4716,13524056.78457394,2019-Q4
Andaman & Nicobar Islands,2019,4,Nicobars,2600,12384161.52668771,2019-Q4
Andaman & Nicobar Islands,2020,1,South Andaman,32713,134679396.90582752,2020-Q1
Andaman & Nicobar Islands,2020,1,North and Middle Andaman,5674,14697371.6178571,2020-Q1
Andaman & Nicobar Islands,2020,1,Nicobars,2911,12099543.77359005,2020-Q1
Andaman & Nicobar Islands,2020,2,South Andaman,48088,132855778.74838582,2020-Q2
Andaman & Nicobar Islands,2020,2,North and Middle Andaman,10979,22447714.061058957,2020-Q2
Andaman & Nicobar Islands,2020,2,Nicobars,3895,14341508.60470232,2020-Q2
Andaman & Nicobar Islands,2020,3,South Andaman,95323,282366109.2052393,2020-Q3
Andaman & Nicobar Islands,2020,3,North and Middle Andaman,16747,33486883.370425563,2020-Q3
Andaman & Nicobar Islands,2020,3,Nicobars,5413,22166453.75469538,2020-Q3
Andaman & Nicobar Islands,2020,4,South Andaman,186494,523122462.883029,2020-Q4
Andaman & Nicobar Islands,2020,4,North and Middle Andaman,29349,68941322.38839513,2020-Q4
Andaman & Nicobar Islands,2020,4,Nicobars,8688,35218871.04342848,2020-Q4
Andaman & Nicobar Islands,2021,1,South Andaman,207092,669604045.1248703,2021-Q1
Andaman & Nicobar Islands,2021,1,North and Middle Andaman,27358,75027255.27919498,2021-Q1
Andaman & Nicobar Islands,2021,1,Nicobars,10302,39075266.9856904,2021-Q1
Andaman & Nicobar Islands,2021,2,South Andaman,286907,760893020.5704948,2021-Q2
Andaman & Nicobar Islands,2021,2,North and Middle Andaman,39200,90233388.79463305,2021-Q2
Andaman & Nicobar Islands,2021,2,Nicobars,15307,48020606.74716838,2021-Q2
Andaman & Nicobar Islands,2021,3,South Andaman,382418,1116789010.645961,2021-Q3
Andaman & Nicobar Islands,2021,3,North and Middle Andaman,46592,118254865.8275068,2021-Q3
Andaman & Nicobar Islands,2021,3,Nicobars,20754,74980519.32813609,2021-Q3
Andaman & Nicobar Islands,2021,4,South Andaman,558571,1694794708.0093331,2021-Q4
Andaman & Nicobar Islands,2021,4,North and Middle Andaman,53115,156486112.2873243,2021-Q4
Andaman & Nicobar Islands,2021,4,Nicobars,24437,81329281.02699961,2021-Q4
Andaman & Nicobar Islands,2022,1,South Andaman,705512,1872991195.902684,2022-Q1
Andaman & Nicobar Islands,2022,1,North and Middle Andaman,60059,161624878.52274162,2022-Q1
Andaman & Nicobar Islands,2022,1,Nicobars,29177,94414127.64974087,2022-Q1
Andaman & Nicobar Islands,2022,2,South Andaman,954875,2357326563.362071,2022-Q2
Andaman & Nicobar Islands,2022,2,North and Middle Andaman,72573,195693167.78757265,2022-Q2
Andaman & Nicobar Islands,2022,2,Nicobars,43769,132900618.93062322,2022-Q2
Andaman & Nicobar Islands,2022,3,South Andaman,1455255,2967719400.849909,2022-Q3
Andaman & Nicobar Islands,2022,3,North and Middle Andaman,79574,211581970.34202647,2022-Q3
Andaman & Nicobar Islands,2022,3,Nicobars,49550,131330400.9454508,2022-Q3
Andaman & Nicobar Islands,2022,4,South Andaman,1835592,3600887266.099448,2022-Q4
Andaman & Nicobar Islands,2022,4,North and Middle Andaman,93297,241431284.3558103,2022-Q4
Andaman & Nicobar Islands,2022,4,Nicobars,58646,142355853.9735252,2022-Q4
Andhra Pradesh,2018,1,Visakhapatnam,1256469,1749966196.5049942,2018-Q1
Andhra Pradesh,2018,1,East Godavari,943935,1235785515.599726,2018-Q1
Andhra Pradesh,2018,1,Krishna,863935,1284255179.61562,2018-Q1
Andhra Pradesh,2018,1,Chittoor,830324,1009621878.0870508,2018-Q1
Andhra Pradesh,2018,1,Guntur,815932,1108686589.026682,2018-Q1
Andhra Pradesh,2018,1,Kurnool,679623,764905298.7350456,2018-Q1
Andhra Pradesh,2018,1,Anantapur,638664,788830646.0324218,2018-Q1
Andhra Pradesh,2018,1,West Godavari,577090,853547668.7532667,2018-Q1
Andhra Pradesh,2018,1,Prakasam,534757,748990775.8676486,2018-Q1
Andhra Pradesh,2018,1,Spsr Nellore,531612,676643237.8069417,2018-Q1
Andhra Pradesh,2018,2,Visakhapatnam,1641192,2987853607.2939086,2018-Q2
Andhra Pradesh,2018,2,Krishna,1224987,2448141593.4919834,2018-Q2
Andhra Pradesh,2018,2,East Godavari,1221677,2168914928.423901,2018-Q2
Andhra Pradesh,2018,2,Chittoor,1185723,1990419125.893711,2018-Q2
Andhra Pradesh,2018,2,Guntur,1088101,2108475811.785997,2018-Q2
Andhra Pradesh,2018,2,Kurnool,968439,1531888665.684323,2018-Q2
Andhra Pradesh,2018,2,Anantapur,937023,1690366079.055792,2018-Q2
Andhra Pradesh,2018,2,West Godavari,786033,1688025212.304594,2018-Q2
Andhra Pradesh,2018,2,Spsr Nellore,780454,1542057934.010896,2018-Q2
Andhra Pradesh,2018,2,Prakasam,739991,1571167562.1276271,2018-Q2
Andhra Pradesh,2018,3,Visakhapatnam,3394576,4821892253.393524,2018-Q3
Andhra Pradesh,2018,3,East Godavari,3226907,3551247095.307446,2018-Q3
Andhra Pradesh,2018,3,Kurnool,2921189,2908389261.539773,2018-Q3
Andhra Pradesh,2018,3,Krishna,2396934,3754202654.384461,2018-Q3
Andhra Pradesh,2018,3,Chittoor,2297429,3283517630.720593,2018-Q3
Andhra Pradesh,2018,3,Guntur,1912529,3127764663.180438,2018-Q3
Andhra Pradesh,2018,3,Anantapur,1815215,2681787750.4641647,2018-Q3
Andhra Pradesh,2018,3,Ysr,1557444,2235904512.2542043,2018-Q3
Andhra Pradesh,2018,3,West Godavari,1431282,2309078492.805815,2018-Q3
Andhra Pradesh,2018,3,Prakasam,1319651,2346453445.4838424,2018-Q3
Andhra Pradesh,2018,4,Visakhapatnam,4791421,7366635864.849373,2018-Q4
Andhra Pradesh,2018,4,Chittoor,3166201,4979093890.223491,2018-Q4
Andhra Pradesh,2018,4,East Godavari,3052762,4652624623.436675,2018-Q4
Andhra Pradesh,2018,4,Krishna,2839161,5416251838.130406,2018-Q4
Andhra Pradesh,2018,4,Guntur,2546620,4730251217.69696,2018-Q4
Andhra Pradesh,2018,4,Kurnool,2508530,3626544852.406924,2018-Q4
Andhra Pradesh,2018,4,Anantapur,2286391,3975878156.3298287,2018-Q4
Andhra Pradesh,2018,4,Spsr Nellore,1814997,3293448556.973445,2018-Q4
Andhra Pradesh,2018,4,Ysr,1732527,3252340063.247859,2018-Q4
Andhra Pradesh,2018,4,Prakasam,1692862,3255254226.03728,2018-Q4
Andhra Pradesh,2019,1,Visakhapatnam,9690866,13459857440.55268,2019-Q1
Andhra Pradesh,2019,1,Chittoor,6486813,8223371732.233584,2019-Q1
Andhra Pradesh,2019,1,Krishna,5443981,9061346433.07268,2019-Q1
Andhra Pradesh,2019,1,East Godavari,5440146,7382264724.59952,2019-Q1
Andhra Pradesh,2019,1,Guntur,4846553,7765934169.404485,2019-Q1
Andhra Pradesh,2019,1,Kurnool,4193432,5541564892.509683,2019-Q1
Andhra Pradesh,2019,1,Anantapur,3891336,6044730653.191345,2019-Q1
Andhra Pradesh,2019,1,Spsr Nellore,3333584,5161932216.216368,2019-Q1
Andhra Pradesh,2019,1,Prakasam,2931081,4807527779.215152,2019-Q1
Andhra Pradesh,2019,1,Ysr,2852197,4915811593.896078,2019-Q1
Andhra Pradesh,2019,2,Visakhapatnam,11705738,20797479804.02907,2019-Q2
Andhra Pradesh,2019,2,Krishna,6428472,13437029115.62075,2019-Q2
Andhra Pradesh,2019,2,Chittoor,5983308,10982727976.22432,2019-Q2
Andhra Pradesh,2019,2,Guntur,5005275,10405246943.48149,2019-Q2
Andhra Pradesh,2019,2,East Godavari,4699261,9116404622.476513,2019-Q2
Andhra Pradesh,2019,2,Kurnool,3895824,7358285187.018034,2019-Q2
Andhra Pradesh,2019,2,Anantapur,3578836,7830782361.377665,2019-Q2
Andhra Pradesh,2019,2,Spsr Nellore,3141891,6880873007.482059,2019-Q2
Andhra Pradesh,2019,2,Prakasam,2670529,6262396448.455348,2019-Q2
Andhra Pradesh,2019,2,Ysr,2606284,6376856828.130631,2019-Q2
Andhra Pradesh,2019,3,Visakhapatnam,16694947,26944837120.04628,2019-Q3
Andhra Pradesh,2019,3,Krishna,8408474,16404073560.50078,2019-Q3
Andhra Pradesh,2019,3,Chittoor,8201783,13837455758.755262,2019-Q3
Andhra Pradesh,2019,3,Guntur,6942304,13075661264.18803,2019-Q3
Andhra Pradesh,2019,3,East Godavari,6537303,11387726470.57774,2019-Q3
Andhra Pradesh,2019,3,Kurnool,5139134,9025632779.412457,2019-Q3
Andhra Pradesh,2019,3,Anantapur,4889720,9554081289.488276,2019-Q3
Andhra Pradesh,2019,3,Spsr Nellore,4150195,8256600118.735449,2019-Q3
Andhra Pradesh,2019,3,Prakasam,3430750,7354502261.15091,2019-Q3
Andhra Pradesh,2019,3,Ysr,3296586,7447544274.211781,2019-Q3
Andhra Pradesh,2019,4,Visakhapatnam,23594874,39133296330.044624,2019-Q4
Andhra Pradesh,2019,4,Krishna,11719402,23039786404.04663,2019-Q4
Andhra Pradesh,2019,4,Chittoor,11246986,19298476027.87548,2019-Q4
Andhra Pradesh,2019,4,Guntur,9761330,18565626418.03591,2019-Q4
Andhra Pradesh,2019,4,East Godavari,9285739,16816774065.30131,2019-Q4
Andhra Pradesh,2019,4,Kurnool,7001958,13233105728.54823,2019-Q4
Andhra Pradesh,2019,4,Anantapur,6764112,13887248889.06406,2019-Q4
Andhra Pradesh,2019,4,Spsr Nellore,5877804,11786014089.19402,2019-Q4
Andhra Pradesh,2019,4,Prakasam,4865473,10604077824.801031,2019-Q4
Andhra Pradesh,2019,4,Ysr,4793157,10865073855.73078,2019-Q4
Andhra Pradesh,2020,1,Visakhapatnam,27115031,48809747614.67889,2020-Q1
Andhra Pradesh,2020,1,Chittoor,13257740,23441848567.34419,2020-Q1
Andhra Pradesh,2020,1,Krishna,12175289,24481702770.71471,2020-Q1
Andhra Pradesh,2020,1,Guntur,11493331,22992734620.64621,2020-Q1
Andhra Pradesh,2020,1,East Godavari,11346242,21854701379.42868,2020-Q1
Andhra Pradesh,2020,1,Anantapur,8466129,17864325752.82528,2020-Q1
Andhra Pradesh,2020,1,Kurnool,8246869,17022710311.81304,2020-Q1
Andhra Pradesh,2020,1,Spsr Nellore,7430247,15387829694.44686,2020-Q1
Andhra Pradesh,2020,1,Prakasam,6318396,14169104764.52673,2020-Q1
Andhra Pradesh,2020,1,Ysr,6031255,14059924636.81991,2020-Q1
Andhra Pradesh,2020,2,Visakhapatnam,25300401,48293889917.414375,2020-Q2
Andhra Pradesh,2020,2,Chittoor,14848197,27361300300.01902,2020-Q2
Andhra Pradesh,2020,2,East Godavari,13130334,26319906327.32029,2020-Q2
Andhra Pradesh,2020,2,Krishna,12313709,26964149095.36629,2020-Q2
Andhra Pradesh,2020,2,Guntur,12308707,27463593607.83911,2020-Q2
Andhra Pradesh,2020,2,Anantapur,10473739,22094006659.412502,2020-Q2
Andhra Pradesh,2020,2,Kurnool,9821381,22419372061.80517,2020-Q2
Andhra Pradesh,2020,2,Spsr Nellore,9454274,20665376460.772232,2020-Q2
Andhra Pradesh,2020,2,Prakasam,8844580,19846026726.90433,2020-Q2
Andhra Pradesh,2020,2,Ysr,8033609,19597207268.13202,2020-Q2
Andhra Pradesh,2020,3,Visakhapatnam,34421299,67628440368.111465,2020-Q3
Andhra Pradesh,2020,3,Chittoor,20501863,42811566246.16463,2020-Q3
Andhra Pradesh,2020,3,Krishna,19110457,44788458672.08444,2020-Q3
Andhra Pradesh,2020,3,East Godavari,17972431,39300043804.758514,2020-Q3
Andhra Pradesh,2020,3,Guntur,17601395,42531195809.75448,2020-Q3
Andhra Pradesh,2020,3,Spsr Nellore,16468209,39128324534.03021,2020-Q3
Andhra Pradesh,2020,3,Anantapur,14447683,34102037972.65785,2020-Q3
Andhra Pradesh,2020,3,Kurnool,13243292,32529351107.17173,2020-Q3
Andhra Pradesh,2020,3,Prakasam,12266310,31221704852.44969,2020-Q3
Andhra Pradesh,2020,3,Ysr,11934653,32037007334.12973,2020-Q3
Andhra Pradesh,2020,4,Visakhapatnam,46551467,91879823025.404,2020-Q4
Andhra Pradesh,2020,4,Chittoor,29590411,61505711149.79541,2020-Q4
Andhra Pradesh,2020,4,Krishna,27981050,64461504667.607216,2020-Q4
Andhra Pradesh,2020,4,Guntur,26136538,60641872021.254326,2020-Q4
Andhra Pradesh,2020,4,East Godavari,25989490,58732615663.118416,2020-Q4
Andhra Pradesh,2020,4,Anantapur,20996384,49732610814.26222,2020-Q4
Andhra Pradesh,2020,4,Spsr Nellore,20934374,49115443663.37911,2020-Q4
Andhra Pradesh,2020,4,Kurnool,18737323,44718203115.22612,2020-Q4
Andhra Pradesh,2020,4,Prakasam,16176867,41852443493.51539,2020-Q4
Andhra Pradesh,2020,4,Ysr,15676878,42572974713.44025,2020-Q4
Andhra Pradesh,2021,1,Visakhapatnam,48248923,95308386037.8472,2021-Q1
Andhra Pradesh,2021,1,Krishna,29717175,69715406644.53484,2021-Q1
Andhra Pradesh,2021,1,Chittoor,29342609,60947491846.66088,2021-Q1
Andhra Pradesh,2021,1,Guntur,27445045,64207987853.1084,2021-Q1
Andhra Pradesh,2021,1,East Godavari,26190701,60027984987.96951,2021-Q1
Andhra Pradesh,2021,1,Spsr Nellore,22541428,52210333201.53073,2021-Q1
Andhra Pradesh,2021,1,Anantapur,20102957,48353870395.01808,2021-Q1
Andhra Pradesh,2021,1,Kurnool,17918524,44941629659.56964,2021-Q1
Andhra Pradesh,2021,1,West Godavari,16015685,42124030669.36127,2021-Q1
Andhra Pradesh,2021,1,Ysr,15374473,42570919448.50447,2021-Q1
Andhra Pradesh,2021,2,Visakhapatnam,54390299,114439012713.3533,2021-Q2
Andhra Pradesh,2021,2,Krishna,36370960,90021923049.96454,2021-Q2
Andhra Pradesh,2021,2,Chittoor,34344902,73654690122.43158,2021-Q2
Andhra Pradesh,2021,2,Guntur,32968819,82356914463.83287,2021-Q2
Andhra Pradesh,2021,2,East Godavari,31717908,74604325863.66068,2021-Q2
Andhra Pradesh,2021,2,Spsr Nellore,30290406,72283071757.09679,2021-Q2
Andhra Pradesh,2021,2,Anantapur,25123346,60987487571.27992,2021-Q2
Andhra Pradesh,2021,2,Kurnool,21972396,56659287474.9958,2021-Q2
Andhra Pradesh,2021,2,West Godavari,20950964,57233116236.187965,2021-Q2
Andhra Pradesh,2021,2,Prakasam,19944047,54535328043.04135,2021-Q2
Andhra Pradesh,2021,3,Visakhapatnam,69220981,136945652159.2651,2021-Q3
Andhra Pradesh,2021,3,Krishna,44828275,104417897558.5897,2021-Q3
Andhra Pradesh,2021,3,Chittoor,42628568,89371931753.04831,2021-Q3
Andhra Pradesh,2021,3,Guntur,41675093,96525353090.12306,2021-Q3
Andhra Pradesh,2021,3,East Godavari,39572714,89380370072.7078,2021-Q3
Andhra Pradesh,2021,3,Spsr Nellore,34411958,77839676988.30869,2021-Q3
Andhra Pradesh,2021,3,Anantapur,30366444,70291248155.64975,2021-Q3
Andhra Pradesh,2021,3,Kurnool,26377809,62527453761.59808,2021-Q3
Andhra Pradesh,2021,3,West Godavari,26245039,66647238455.1675,2021-Q3
Andhra Pradesh,2021,3,Prakasam,24116580,63367713446.92805,2021-Q3
Andhra Pradesh,2021,4,Visakhapatnam,82711538,159530099772.73468,2021-Q4
Andhra Pradesh,2021,4,Krishna,55489829,125015323207.8983,2021-Q4
Andhra Pradesh,2021,4,Chittoor,51119640,103985734663.7351,2021-Q4
Andhra Pradesh,2021,4,Guntur,50919286,115553993673.1733,2021-Q4
Andhra Pradesh,2021,4,East Godavari,48992531,106725597026.00352,2021-Q4
Andhra Pradesh,2021,4,Spsr Nellore,41921081,92256405076.26547,2021-Q4
Andhra Pradesh,2021,4,Anantapur,36129136,81239787006.64764,2021-Q4
Andhra Pradesh,2021,4,West Godavari,33235175,81292461575.08183,2021-Q4
Andhra Pradesh,2021,4,Kurnool,31782248,73968947669.64754,2021-Q4
Andhra Pradesh,2021,4,Prakasam,27858275,71323060008.47623,2021-Q4
Andhra Pradesh,2022,1,Visakhapatnam,88233362,170120350591.26,2022-Q1
Andhra Pradesh,2022,1,Krishna,61826199,139690081529.49042,2022-Q1
Andhra Pradesh,2022,1,Chittoor,58561024,117900595508.6339,2022-Q1
Andhra Pradesh,2022,1,Guntur,57226996,129673727687.0894,2022-Q1
Andhra Pradesh,2022,1,East Godavari,54738830,121067103712.7956,2022-Q1
Andhra Pradesh,2022,1,Spsr Nellore,47645702,104895571602.1398,2022-Q1
Andhra Pradesh,2022,1,Anantapur,40613148,90197023268.43823,2022-Q1
Andhra Pradesh,2022,1,West Godavari,37271259,92397939903.60934,2022-Q1
Andhra Pradesh,2022,1,Kurnool,35093633,81568420500.54747,2022-Q1
Andhra Pradesh,2022,1,Prakasam,31340975,79494373254.71565,2022-Q1
Andhra Pradesh,2022,2,Visakhapatnam,101387402,193242841582.1428,2022-Q2
Andhra Pradesh,2022,2,Krishna,73525814,163997729295.93118,2022-Q2
Andhra Pradesh,2022,2,Chittoor,67507661,136435445124.75612,2022-Q2
Andhra Pradesh,2022,2,Guntur,66315749,147098141568.7622,2022-Q2
Andhra Pradesh,2022,2,East Godavari,62072845,135531452997.63911,2022-Q2
Andhra Pradesh,2022,2,Spsr Nellore,54838708,121941082043.4948,2022-Q2
Andhra Pradesh,2022,2,Anantapur,46099366,102138758015.7691,2022-Q2
Andhra Pradesh,2022,2,West Godavari,44409239,107973244960.4282,2022-Q2
Andhra Pradesh,2022,2,Kurnool,40165692,92409350855.502,2022-Q2
Andhra Pradesh,2022,2,Prakasam,36163507,90435082545.97768,2022-Q2
Andhra Pradesh,2022,3,Visakhapatnam,97434546,181124419863.6144,2022-Q3
Andhra Pradesh,2022,3,Krishna,71051144,153770559025.69122,2022-Q3
Andhra Pradesh,2022,3,Chittoor,65751781,133053581631.6394,2022-Q3
Andhra Pradesh,2022,3,Guntur,65612317,141588522953.2377,2022-Q3
Andhra Pradesh,2022,3,East Godavari,61467134,129677722169.7482,2022-Q3
Andhra Pradesh,2022,3,Anantapur,45165363,97735649608.10074,2022-Q3
Andhra Pradesh,2022,3,West Godavari,43635951,101706854744.31873,2022-Q3
Andhra Pradesh,2022,3,Spsr Nellore,42116582,95099325968.25977,2022-Q3
Andhra Pradesh,2022,3,Kurnool,39557913,88415335176.31995,2022-Q3
Andhra Pradesh,2022,3,Prakasam,35376080,87475230073.46388,2022-Q3
Andhra Pradesh,2022,4,Visakhapatnam,103790055,185306149744.73105,2022-Q4
Andhra Pradesh,2022,4,Krishna,76526667,157826011193.3544,2022-Q4
Andhra Pradesh,2022,4,Guntur,70723763,146938735166.5236,2022-Q4
Andhra Pradesh,2022,4,Chittoor,70322534,136840859888.1815,2022-Q4
Andhra Pradesh,2022,4,East Godavari,68016055,136531110139.8625,2022-Q4
Andhra Pradesh,2022,4,Anantapur,48299601,101533878537.2343,2022-Q4
Andhra Pradesh,2022,4,West Godavari,47919930,105335724990.5932,2022-Q4
Andhra Pradesh,2022,4,Kurnool,43524766,94667441029.08344,2022-Q4
Andhra Pradesh,2022,4,Spsr Nellore,42582064,92085916180.68507,2022-Q4
Andhra Pradesh,2022,4,Prakasam,37211077,88105031866.36835,2022-Q4
Arunachal Pradesh,2018,1,Papum Pare,14224,32555848.46233147,2018-Q1
Arunachal Pradesh,2018,1,West Kameng,5787,9540632.547015157,2018-Q1
Arunachal Pradesh,2018,1,Lohit,3747,11496949.54576835,2018-Q1
Arunachal Pradesh,2018,1,East Siang,3286,5533620.186295529,2018-Q1
Arunachal Pradesh,2018,1,Changlang,3195,5380749.415278763,2018-Q1
Arunachal Pradesh,2018,1,Tawang,2334,5055665.022950603,2018-Q1
Arunachal Pradesh,2018,1,Longding,2321,4361531.578447229,2018-Q1
Arunachal Pradesh,2018,1,West Siang,1887,4796675.565399804,2018-Q1
Arunachal Pradesh,2018,1,Lower Subansiri,1477,3650727.893614269,2018-Q1
Arunachal Pradesh,2018,1,Namsai,1400,2162984.705083958,2018-Q1
Arunachal Pradesh,2018,2,Papum Pare,25363,66520931.20355792,2018-Q2
Arunachal Pradesh,2018,2,West Kameng,10466,25521321.34140157,2018-Q2
Arunachal Pradesh,2018,2,Lohit,6962,20520618.88189011,2018-Q2
Arunachal Pradesh,2018,2,East Siang,6363,15285584.202916931,2018-Q2
Arunachal Pradesh,2018,2,Changlang,6066,13294258.50337311,2018-Q2
Arunachal Pradesh,2018,2,Tawang,5447,13722374.81135791,2018-Q2
Arunachal Pradesh,2018,2,Longding,4634,10271170.16552131,2018-Q2
Arunachal Pradesh,2018,2,Namsai,3230,6271811.327635023,2018-Q2
Arunachal Pradesh,2018,2,West Siang,2579,7610989.567485569,2018-Q2
Arunachal Pradesh,2018,2,Lower Siang,2292,2179451.657976534,2018-Q2
Arunachal Pradesh,2018,3,Papum Pare,43282,101080479.2917223,2018-Q3
Arunachal Pradesh,2018,3,West Kameng,17026,48528147.45054105,2018-Q3
Arunachal Pradesh,2018,3,Lohit,11595,32702331.664437763,2018-Q3
Arunachal Pradesh,2018,3,East Siang,10539,24885270.773230053,2018-Q3
Arunachal Pradesh,2018,3,Changlang,10162,20494174.9497154,2018-Q3
Arunachal Pradesh,2018,3,Tawang,8715,25733824.99410926,2018-Q3
Arunachal Pradesh,2018,3,Longding,5288,18327334.05075552,2018-Q3
Arunachal Pradesh,2018,3,Namsai,5076,10698272.7743813,2018-Q3
Arunachal Pradesh,2018,3,West Siang,3337,12966152.79251931,2018-Q3
Arunachal Pradesh,2018,3,Tirap,3322,7479257.007852319,2018-Q3
Arunachal Pradesh,2018,4,Papum Pare,55224,154875448.2077814,2018-Q4
Arunachal Pradesh,2018,4,West Kameng,25439,89194886.84322134,2018-Q4
Arunachal Pradesh,2018,4,Lohit,14268,40510521.94979761,2018-Q4
Arunachal Pradesh,2018,4,Changlang,13950,32343047.413952347,2018-Q4
Arunachal Pradesh,2018,4,East Siang,12893,34272134.34491677,2018-Q4
Arunachal Pradesh,2018,4,Tawang,11104,35921510.894032694,2018-Q4
Arunachal Pradesh,2018,4,Namsai,7244,17643523.29373534,2018-Q4
Arunachal Pradesh,2018,4,Longding,6581,22545311.85089966,2018-Q4
Arunachal Pradesh,2018,4,Tirap,5725,10811742.67058608,2018-Q4
Arunachal Pradesh,2018,4,Lower Dibang Valley,4227,10951332.39393786,2018-Q4
Arunachal Pradesh,2019,1,Papum Pare,70941,188556716.3567257,2019-Q1
Arunachal Pradesh,2019,1,West Kameng,34289,101333633.6760416,2019-Q1
Arunachal Pradesh,2019,1,Changlang,17589,40239141.669717625,2019-Q1
Arunachal Pradesh,2019,1,Lohit,15896,42834776.7780453,2019-Q1
Arunachal Pradesh,2019,1,East Siang,15621,39284373.054099694,2019-Q1
Arunachal Pradesh,2019,1,Tawang,13102,39489779.13784294,2019-Q1
Arunachal Pradesh,2019,1,Namsai,8600,20065516.61635517,2019-Q1
Arunachal Pradesh,2019,1,Longding,7287,25349462.05524536,2019-Q1
Arunachal Pradesh,2019,1,Tirap,6877,14075747.836402498,2019-Q1
Arunachal Pradesh,2019,1,Lower Dibang Valley,6314,13738776.18143886,2019-Q1
Arunachal Pradesh,2019,2,Papum Pare,86433,246640891.34861863,2019-Q2
Arunachal Pradesh,2019,2,West Kameng,37430,122521180.75595032,2019-Q2
Arunachal Pradesh,2019,2,Lohit,18693,48893746.8310222,2019-Q2
Arunachal Pradesh,2019,2,Changlang,18631,48891048.26477764,2019-Q2
Arunachal Pradesh,2019,2,East Siang,16494,46549881.23941852,2019-Q2
Arunachal Pradesh,2019,2,Tawang,15960,55915834.5871187,2019-Q2
Arunachal Pradesh,2019,2,Namsai,9637,22491356.65721929,2019-Q2
Arunachal Pradesh,2019,2,West Siang,8041,24549832.97718149,2019-Q2
Arunachal Pradesh,2019,2,Tirap,6868,18633793.43372325,2019-Q2
Arunachal Pradesh,2019,2,Longding,6744,23464027.89281261,2019-Q2
Arunachal Pradesh,2019,3,Papum Pare,117940,301518075.7016427,2019-Q3
Arunachal Pradesh,2019,3,West Kameng,53939,147186019.8759076,2019-Q3
Arunachal Pradesh,2019,3,Changlang,29218,58354823.443366826,2019-Q3
Arunachal Pradesh,2019,3,Lohit,24505,54539458.21434432,2019-Q3
Arunachal Pradesh,2019,3,Tawang,24097,72221026.28393415,2019-Q3
Arunachal Pradesh,2019,3,East Siang,22611,58040119.9573143,2019-Q3
Arunachal Pradesh,2019,3,Namsai,13453,25507641.015596066,2019-Q3
Arunachal Pradesh,2019,3,West Siang,11889,30014806.81680297,2019-Q3
Arunachal Pradesh,2019,3,Tirap,11249,21737827.19336869,2019-Q3
Arunachal Pradesh,2019,3,Longding,10269,26620415.01923828,2019-Q3
Arunachal Pradesh,2019,4,Papum Pare,143272,378838002.3434037,2019-Q4
Arunachal Pradesh,2019,4,West Kameng,66740,198205637.50055432,2019-Q4
Arunachal Pradesh,2019,4,Changlang,33963,71874990.9639822,2019-Q4
Arunachal Pradesh,2019,4,Tawang,30077,91949243.60711189,2019-Q4
Arunachal Pradesh,2019,4,Lohit,29281,67502324.59236205,2019-Q4
Arunachal Pradesh,2019,4,East Siang,26605,72075285.44344108,2019-Q4
Arunachal Pradesh,2019,4,Namsai,18290,32501252.235055383,2019-Q4
Arunachal Pradesh,2019,4,Tirap,16459,38467790.7269052,2019-Q4
Arunachal Pradesh,2019,4,West Siang,14581,39460255.46641725,2019-Q4
Arunachal Pradesh,2019,4,Lower Subansiri,11806,29634357.48680521,2019-Q4
Arunachal Pradesh,2020,1,Papum Pare,180373,457430754.15953165,2020-Q1
Arunachal Pradesh,2020,1,West Kameng,75363,198712422.2374845,2020-Q1
