State,Year,Quarter,Brand,User_Count,Brand_Percentage,YearQuarter
Andaman & Nicobar Islands,2018,1,Xiaomi,1665,0.247032640949554,2018-Q1
Andaman & Nicobar Islands,2018,1,Samsung,1445,0.214391691394658,2018-Q1
Andaman & Nicobar Islands,2018,1,Vivo,982,0.145697329376854,2018-Q1
Andaman & Nicobar Islands,2018,1,Oppo,501,0.074332344213649,2018-Q1
Andaman & Nicobar Islands,2018,1,Oneplus,332,0.049258160237388,2018-Q1
Andaman & Nicobar Islands,2018,1,Realme,316,0.046884272997032,2018-Q1
Andaman & Nicobar Islands,2018,1,Apple,229,0.033976261127596,2018-Q1
Andaman & Nicobar Islands,2018,1,Motorola,226,0.033531157270029,2018-Q1
Andaman & Nicobar Islands,2018,1,Lenovo,202,0.029970326409495,2018-Q1
Andaman & Nicobar Islands,2018,1,Huawei,158,0.023442136498516,2018-Q1
Andaman & Nicobar Islands,2018,1,Others,684,0.101483679525222,2018-Q1
Andaman & Nicobar Islands,2018,2,Xiaomi,2303,0.244869750132908,2018-Q2
Andaman & Nicobar Islands,2018,2,Samsung,1923,0.204465709728867,2018-Q2
Andaman & Nicobar Islands,2018,2,Vivo,1523,0.161935140882509,2018-Q2
Andaman & Nicobar Islands,2018,2,Oppo,708,0.075279106858054,2018-Q2
Andaman & Nicobar Islands,2018,2,Oneplus,466,0.049548112706007,2018-Q2
Andaman & Nicobar Islands,2018,2,Realme,465,0.049441786283891,2018-Q2
Andaman & Nicobar Islands,2018,2,Motorola,319,0.03391812865497,2018-Q2
Andaman & Nicobar Islands,2018,2,Apple,308,0.032748538011695,2018-Q2
Andaman & Nicobar Islands,2018,2,Lenovo,244,0.025943646996278,2018-Q2
Andaman & Nicobar Islands,2018,2,Huawei,230,0.024455077086656,2018-Q2
Andaman & Nicobar Islands,2018,2,Others,916,0.09739500265816,2018-Q2
Andaman & Nicobar Islands,2018,3,Xiaomi,2950,0.242818338957938,2018-Q3
Andaman & Nicobar Islands,2018,3,Samsung,2409,0.198287924932093,2018-Q3
Andaman & Nicobar Islands,2018,3,Vivo,2063,0.169808214667873,2018-Q3
Andaman & Nicobar Islands,2018,3,Oppo,988,0.081323565725574,2018-Q3
Andaman & Nicobar Islands,2018,3,Oneplus,617,0.050786072927812,2018-Q3
Andaman & Nicobar Islands,2018,3,Realme,603,0.049633714709029,2018-Q3
Andaman & Nicobar Islands,2018,3,Motorola,390,0.032101407523252,2018-Q3
Andaman & Nicobar Islands,2018,3,Apple,371,0.030537492797761,2018-Q3
Andaman & Nicobar Islands,2018,3,Huawei,314,0.025845748621285,2018-Q3
Andaman & Nicobar Islands,2018,3,Lenovo,299,0.02461107910116,2018-Q3
Andaman & Nicobar Islands,2018,3,Others,1145,0.094246440036216,2018-Q3
Andaman & Nicobar Islands,2018,4,Xiaomi,3719,0.244317435291026,2018-Q4
Andaman & Nicobar Islands,2018,4,Samsung,2936,0.192878728156615,2018-Q4
Andaman & Nicobar Islands,2018,4,Vivo,2742,0.180134016554986,2018-Q4
Andaman & Nicobar Islands,2018,4,Oppo,1268,0.083300486138483,2018-Q4
Andaman & Nicobar Islands,2018,4,Realme,760,0.04992773617133,2018-Q4
Andaman & Nicobar Islands,2018,4,Oneplus,721,0.047365654973065,2018-Q4
Andaman & Nicobar Islands,2018,4,Motorola,474,0.031139140717382,2018-Q4
Andaman & Nicobar Islands,2018,4,Apple,455,0.029890947313099,2018-Q4
Andaman & Nicobar Islands,2018,4,Huawei,398,0.026146367100249,2018-Q4
Andaman & Nicobar Islands,2018,4,Lenovo,377,0.024766784916568,2018-Q4
Andaman & Nicobar Islands,2018,4,Others,1372,0.090132702667192,2018-Q4
Andaman & Nicobar Islands,2019,1,Xiaomi,4576,0.246074424607442,2019-Q1
Andaman & Nicobar Islands,2019,1,Samsung,3567,0.191815444181544,2019-Q1
Andaman & Nicobar Islands,2019,1,Vivo,3420,0.183910518391051,2019-Q1
Andaman & Nicobar Islands,2019,1,Oppo,1600,0.086040008604,2019-Q1
Andaman & Nicobar Islands,2019,1,Realme,897,0.048236179823617,2019-Q1
Andaman & Nicobar Islands,2019,1,Oneplus,855,0.045977629597762,2019-Q1
Andaman & Nicobar Islands,2019,1,Motorola,561,0.030167778016777,2019-Q1
Andaman & Nicobar Islands,2019,1,Apple,515,0.027694127769412,2019-Q1
Andaman & Nicobar Islands,2019,1,Huawei,515,0.027694127769412,2019-Q1
Andaman & Nicobar Islands,2019,1,Lenovo,426,0.022908152290815,2019-Q1
Andaman & Nicobar Islands,2019,1,Others,1664,0.08948160894816,2019-Q1
Andaman & Nicobar Islands,2019,2,Xiaomi,5296,0.24370714647278,2019-Q2
Andaman & Nicobar Islands,2019,2,Samsung,4165,0.191661681468869,2019-Q2
Andaman & Nicobar Islands,2019,2,Vivo,4102,0.188762597211357,2019-Q2
Andaman & Nicobar Islands,2019,2,Oppo,1905,0.087662785881919,2019-Q2
Andaman & Nicobar Islands,2019,2,Realme,1012,0.046569416961943,2019-Q2
Andaman & Nicobar Islands,2019,2,Oneplus,950,0.043716349914868,2019-Q2
Andaman & Nicobar Islands,2019,2,Huawei,644,0.029635083521236,2019-Q2
Andaman & Nicobar Islands,2019,2,Motorola,630,0.028990842575123,2019-Q2
Andaman & Nicobar Islands,2019,2,Apple,569,0.026183792738484,2019-Q2
Andaman & Nicobar Islands,2019,2,Lenovo,477,0.021950209378307,2019-Q2
Andaman & Nicobar Islands,2019,2,Others,1981,0.091160093875109,2019-Q2
Andaman & Nicobar Islands,2019,3,Xiaomi,5819,0.243157410889641,2019-Q3
Andaman & Nicobar Islands,2019,3,Vivo,4685,0.195771175462788,2019-Q3
Andaman & Nicobar Islands,2019,3,Samsung,4508,0.188374911203042,2019-Q3
Andaman & Nicobar Islands,2019,3,Oppo,2108,0.088086582257323,2019-Q3
Andaman & Nicobar Islands,2019,3,Realme,1158,0.048389118716309,2019-Q3
Andaman & Nicobar Islands,2019,3,Oneplus,1045,0.043667209895115,2019-Q3
Andaman & Nicobar Islands,2019,3,Huawei,725,0.030295432702352,2019-Q3
Andaman & Nicobar Islands,2019,3,Motorola,660,0.027579290460072,2019-Q3
Andaman & Nicobar Islands,2019,3,Apple,630,0.026325686348251,2019-Q3
Andaman & Nicobar Islands,2019,3,Lenovo,483,0.020183026200325,2019-Q3
Andaman & Nicobar Islands,2019,3,Others,2110,0.088170155864777,2019-Q3
Andaman & Nicobar Islands,2019,4,Xiaomi,6259,0.241101694915254,2019-Q4
Andaman & Nicobar Islands,2019,4,Vivo,5190,0.199922958397534,2019-Q4
Andaman & Nicobar Islands,2019,4,Samsung,4900,0.188751926040061,2019-Q4
Andaman & Nicobar Islands,2019,4,Oppo,2329,0.089714946070878,2019-Q4
Andaman & Nicobar Islands,2019,4,Realme,1329,0.051194144838212,2019-Q4
Andaman & Nicobar Islands,2019,4,Oneplus,1124,0.043297380585516,2019-Q4
Andaman & Nicobar Islands,2019,4,Huawei,798,0.030739599383667,2019-Q4
Andaman & Nicobar Islands,2019,4,Motorola,682,0.026271186440677,2019-Q4
Andaman & Nicobar Islands,2019,4,Apple,678,0.026117103235747,2019-Q4
Andaman & Nicobar Islands,2019,4,Lenovo,488,0.01879815100154,2019-Q4
Andaman & Nicobar Islands,2019,4,Others,2183,0.084090909090909,2019-Q4
Andaman & Nicobar Islands,2020,1,Xiaomi,6803,0.239812464749012,2020-Q1
Andaman & Nicobar Islands,2020,1,Vivo,5880,0.207275803722504,2020-Q1
Andaman & Nicobar Islands,2020,1,Samsung,5335,0.188064015792442,2020-Q1
Andaman & Nicobar Islands,2020,1,Oppo,2557,0.090136773829667,2020-Q1
Andaman & Nicobar Islands,2020,1,Realme,1511,0.053264241398759,2020-Q1
Andaman & Nicobar Islands,2020,1,Oneplus,1184,0.041737168640721,2020-Q1
Andaman & Nicobar Islands,2020,1,Huawei,891,0.031408629441624,2020-Q1
Andaman & Nicobar Islands,2020,1,Apple,735,0.025909475465313,2020-Q1
Andaman & Nicobar Islands,2020,1,Motorola,715,0.02520445572476,2020-Q1
Andaman & Nicobar Islands,2020,1,Lenovo,500,0.017625493513818,2020-Q1
Andaman & Nicobar Islands,2020,1,Others,2257,0.079561477721376,2020-Q1
Andaman & Nicobar Islands,2020,2,Xiaomi,7805,0.238612045246102,2020-Q2
Andaman & Nicobar Islands,2020,2,Vivo,7122,0.217731580556404,2020-Q2
Andaman & Nicobar Islands,2020,2,Samsung,6030,0.18434729440538,2020-Q2
Andaman & Nicobar Islands,2020,2,Oppo,2976,0.090981351268725,2020-Q2
Andaman & Nicobar Islands,2020,2,Realme,1761,0.053836747172118,2020-Q2
Andaman & Nicobar Islands,2020,2,Oneplus,1271,0.038856618771018,2020-Q2
Andaman & Nicobar Islands,2020,2,Huawei,1005,0.030724549067563,2020-Q2
Andaman & Nicobar Islands,2020,2,Apple,792,0.024212778966676,2020-Q2
Andaman & Nicobar Islands,2020,2,Motorola,779,0.023815346988688,2020-Q2
Andaman & Nicobar Islands,2020,2,Lenovo,552,0.016875573219199,2020-Q2
Andaman & Nicobar Islands,2020,2,Others,2617,0.080006114338122,2020-Q2
Andaman & Nicobar Islands,2020,3,Xiaomi,9794,0.236942058787952,2020-Q3
Andaman & Nicobar Islands,2020,3,Vivo,9556,0.231184226442482,2020-Q3
Andaman & Nicobar Islands,2020,3,Samsung,7572,0.183186161848312,2020-Q3
Andaman & Nicobar Islands,2020,3,Oppo,3730,0.090238296842869,2020-Q3
Andaman & Nicobar Islands,2020,3,Realme,2285,0.055280029031087,2020-Q3
Andaman & Nicobar Islands,2020,3,Oneplus,1440,0.034837304947381,2020-Q3
Andaman & Nicobar Islands,2020,3,Huawei,1213,0.029345590903592,2020-Q3
Andaman & Nicobar Islands,2020,3,Motorola,907,0.021942663602274,2020-Q3
Andaman & Nicobar Islands,2020,3,Apple,870,0.021047538405709,2020-Q3
Andaman & Nicobar Islands,2020,3,Lenovo,606,0.014660699165356,2020-Q3
Andaman & Nicobar Islands,2020,3,Others,3362,0.081335430022982,2020-Q3
Andaman & Nicobar Islands,2020,4,Xiaomi,12398,0.236621116115734,2020-Q4
Andaman & Nicobar Islands,2020,4,Vivo,12275,0.234273608672417,2020-Q4
Andaman & Nicobar Islands,2020,4,Samsung,9938,0.189670967249408,2020-Q4
Andaman & Nicobar Islands,2020,4,Oppo,4723,0.090140468738071,2020-Q4
Andaman & Nicobar Islands,2020,4,Realme,2996,0.057179937399801,2020-Q4
Andaman & Nicobar Islands,2020,4,Oneplus,1638,0.03126192839148,2020-Q4
Andaman & Nicobar Islands,2020,4,Huawei,1472,0.028093747614321,2020-Q4
Andaman & Nicobar Islands,2020,4,Motorola,1032,0.019696160012214,2020-Q4
Andaman & Nicobar Islands,2020,4,Apple,973,0.018570119856477,2020-Q4
Andaman & Nicobar Islands,2020,4,Lenovo,708,0.013512481868844,2020-Q4
Andaman & Nicobar Islands,2020,4,Others,4243,0.080979464081227,2020-Q4
Andaman & Nicobar Islands,2021,1,Vivo,13812,0.23913570414488,2021-Q1
Andaman & Nicobar Islands,2021,1,Xiaomi,13714,0.237438969493403,2021-Q1
Andaman & Nicobar Islands,2021,1,Samsung,10861,0.188043214792755,2021-Q1
Andaman & Nicobar Islands,2021,1,Oppo,5158,0.089303646248138,2021-Q1
Andaman & Nicobar Islands,2021,1,Realme,3419,0.05919526299387,2021-Q1
Andaman & Nicobar Islands,2021,1,Oneplus,1773,0.030697046296616,2021-Q1
Andaman & Nicobar Islands,2021,1,Huawei,1575,0.027268949755877,2021-Q1
Andaman & Nicobar Islands,2021,1,Motorola,1062,0.018387063263963,2021-Q1
Andaman & Nicobar Islands,2021,1,Apple,1056,0.018283181550607,2021-Q1
Andaman & Nicobar Islands,2021,1,Tecno,796,0.013781640638526,2021-Q1
Andaman & Nicobar Islands,2021,1,Others,4532,0.078465320821358,2021-Q1
Andaman & Nicobar Islands,2021,2,Vivo,15056,0.242467187374184,2021-Q2
Andaman & Nicobar Islands,2021,2,Xiaomi,14788,0.238151219904984,2021-Q2
Andaman & Nicobar Islands,2021,2,Samsung,11476,0.184813592076656,2021-Q2
Andaman & Nicobar Islands,2021,2,Oppo,5456,0.08786536758193,2021-Q2
Andaman & Nicobar Islands,2021,2,Realme,4034,0.064964973025203,2021-Q2
Andaman & Nicobar Islands,2021,2,Oneplus,1981,0.03190272968838,2021-Q2
Andaman & Nicobar Islands,2021,2,Huawei,1559,0.025106691360012,2021-Q2
Andaman & Nicobar Islands,2021,2,Apple,1153,0.018568322731298,2021-Q2
Andaman & Nicobar Islands,2021,2,Motorola,1054,0.016973991464691,2021-Q2
Andaman & Nicobar Islands,2021,2,Tecno,974,0.015685642966422,2021-Q2
Andaman & Nicobar Islands,2021,2,Others,4564,0.073500281826234,2021-Q2
Andaman & Nicobar Islands,2021,3,Vivo,16411,0.245006121047445,2021-Q3
Andaman & Nicobar Islands,2021,3,Xiaomi,15938,0.237944522409005,2021-Q3
Andaman & Nicobar Islands,2021,3,Samsung,12028,0.179570630915768,2021-Q3
Andaman & Nicobar Islands,2021,3,Oppo,5853,0.087381684631692,2021-Q3
Andaman & Nicobar Islands,2021,3,Realme,4808,0.071780478337463,2021-Q3
Andaman & Nicobar Islands,2021,3,Oneplus,2306,0.034427159535397,2021-Q3
Andaman & Nicobar Islands,2021,3,Huawei,1567,0.023394344749335,2021-Q3
Andaman & Nicobar Islands,2021,3,Apple,1283,0.019154399689468,2021-Q3
Andaman & Nicobar Islands,2021,3,Tecno,1178,0.017586814368039,2021-Q3
Andaman & Nicobar Islands,2021,3,Motorola,1017,0.015183183541847,2021-Q3
Andaman & Nicobar Islands,2021,3,Others,4593,0.068570660774536,2021-Q3
Andaman & Nicobar Islands,2021,4,Vivo,17597,0.245151852883811,2021-Q4
Andaman & Nicobar Islands,2021,4,Xiaomi,16968,0.236388966285873,2021-Q4
Andaman & Nicobar Islands,2021,4,Samsung,12574,0.17517414321538,2021-Q4
Andaman & Nicobar Islands,2021,4,Oppo,6127,0.085358038450821,2021-Q4
Andaman & Nicobar Islands,2021,4,Realme,5830,0.081220395653385,2021-Q4
Andaman & Nicobar Islands,2021,4,Oneplus,2691,0.037489551407077,2021-Q4
Andaman & Nicobar Islands,2021,4,Apple,1490,0.020757871273335,2021-Q4
Andaman & Nicobar Islands,2021,4,Huawei,1459,0.020325996099191,2021-Q4
Andaman & Nicobar Islands,2021,4,Tecno,1417,0.019740874895514,2021-Q4
Andaman & Nicobar Islands,2021,4,Motorola,1055,0.014697687378099,2021-Q4
Andaman & Nicobar Islands,2021,4,Others,4572,0.063694622457509,2021-Q4
Andaman & Nicobar Islands,2022,1,Vivo,18688,0.24496644295302,2022-Q1
Andaman & Nicobar Islands,2022,1,Xiaomi,17957,0.235384333053691,2022-Q1
Andaman & Nicobar Islands,2022,1,Samsung,12955,0.169817009228187,2022-Q1
Andaman & Nicobar Islands,2022,1,Realme,6769,0.088729551174496,2022-Q1
Andaman & Nicobar Islands,2022,1,Oppo,6461,0.084692218959731,2022-Q1
Andaman & Nicobar Islands,2022,1,Oneplus,3005,0.039390205536912,2022-Q1
Andaman & Nicobar Islands,2022,1,Tecno,1770,0.023201552013422,2022-Q1
Andaman & Nicobar Islands,2022,1,Apple,1634,0.021418833892617,2022-Q1
Andaman & Nicobar Islands,2022,1,Huawei,1441,0.018888947147651,2022-Q1
Andaman & Nicobar Islands,2022,1,Motorola,1050,0.013763632550335,2022-Q1
Andaman & Nicobar Islands,2022,1,Others,4558,0.059747273489932,2022-Q1
Andhra Pradesh,2018,1,Xiaomi,836581,0.250739858232552,2018-Q1
Andhra Pradesh,2018,1,Samsung,683687,0.204914504937883,2018-Q1
Andhra Pradesh,2018,1,Vivo,425959,0.127668330111345,2018-Q1
Andhra Pradesh,2018,1,Oppo,304487,0.091260771178947,2018-Q1
Andhra Pradesh,2018,1,Realme,236646,0.070927482803578,2018-Q1
Andhra Pradesh,2018,1,Motorola,129739,0.038885342205038,2018-Q1
Andhra Pradesh,2018,1,Oneplus,129421,0.038790031320715,2018-Q1
Andhra Pradesh,2018,1,Apple,123274,0.036947653943562,2018-Q1
Andhra Pradesh,2018,1,Lenovo,84138,0.025217821337049,2018-Q1
Andhra Pradesh,2018,1,Huawei,76654,0.022974718638073,2018-Q1
Andhra Pradesh,2018,1,Others,305864,0.091673485291252,2018-Q1
Andhra Pradesh,2018,2,Xiaomi,1113800,0.252990319224811,2018-Q2
Andhra Pradesh,2018,2,Samsung,903290,0.205174740036433,2018-Q2
Andhra Pradesh,2018,2,Vivo,586965,0.13332417195528,2018-Q2
Andhra Pradesh,2018,2,Oppo,410549,0.093252758634788,2018-Q2
Andhra Pradesh,2018,2,Realme,305964,0.069497153915694,2018-Q2
Andhra Pradesh,2018,2,Motorola,169847,0.038579320119749,2018-Q2
Andhra Pradesh,2018,2,Oneplus,155418,0.035301893906699,2018-Q2
Andhra Pradesh,2018,2,Apple,151847,0.034490771236604,2018-Q2
Andhra Pradesh,2018,2,Lenovo,107441,0.024404321141886,2018-Q2
Andhra Pradesh,2018,2,Huawei,102929,0.023379458221844,2018-Q2
Andhra Pradesh,2018,2,Others,394490,0.089605091606209,2018-Q2
Andhra Pradesh,2018,3,Xiaomi,1385112,0.255197078202091,2018-Q3
Andhra Pradesh,2018,3,Samsung,1103186,0.203254208983426,2018-Q3
Andhra Pradesh,2018,3,Vivo,761793,0.140354966092854,2018-Q3
Andhra Pradesh,2018,3,Oppo,518120,0.095459941259672,2018-Q3
Andhra Pradesh,2018,3,Realme,379712,0.069959247308717,2018-Q3
Andhra Pradesh,2018,3,Motorola,203756,0.037540600230266,2018-Q3
Andhra Pradesh,2018,3,Oneplus,181364,0.033415032785106,2018-Q3
Andhra Pradesh,2018,3,Apple,175343,0.032305706169024,2018-Q3
Andhra Pradesh,2018,3,Huawei,134429,0.024767591375736,2018-Q3
Andhra Pradesh,2018,3,Lenovo,122489,0.022567730921323,2018-Q3
Andhra Pradesh,2018,3,Others,462313,0.08517789667178,2018-Q3
Andhra Pradesh,2018,4,Xiaomi,1753802,0.255752865258583,2018-Q4
Andhra Pradesh,2018,4,Samsung,1388061,0.202417706162779,2018-Q4
Andhra Pradesh,2018,4,Vivo,1011185,0.147458755923702,2018-Q4
Andhra Pradesh,2018,4,Oppo,675093,0.098447241516438,2018-Q4
Andhra Pradesh,2018,4,Realme,476746,0.069522759981211,2018-Q4
Andhra Pradesh,2018,4,Motorola,250601,0.036544560780901,2018-Q4
Andhra Pradesh,2018,4,Oneplus,210161,0.030647289668736,2018-Q4
Andhra Pradesh,2018,4,Apple,209737,0.030585458735216,2018-Q4
Andhra Pradesh,2018,4,Huawei,176237,0.025700231676424,2018-Q4
Andhra Pradesh,2018,4,Lenovo,149583,0.021813340869707,2018-Q4
Andhra Pradesh,2018,4,Others,556203,0.081109789426297,2018-Q4
Andhra Pradesh,2019,1,Xiaomi,2110547,0.254804075663716,2019-Q1
Andhra Pradesh,2019,1,Samsung,1688342,0.203831718845507,2019-Q1
Andhra Pradesh,2019,1,Vivo,1262871,0.152465061350215,2019-Q1
Andhra Pradesh,2019,1,Oppo,835541,0.100873968778774,2019-Q1
Andhra Pradesh,2019,1,Realme,564832,0.068191561555032,2019-Q1
Andhra Pradesh,2019,1,Motorola,291830,0.035232322900623,2019-Q1
Andhra Pradesh,2019,1,Apple,241108,0.029108710242002,2019-Q1
Andhra Pradesh,2019,1,Oneplus,237269,0.028645231889483,2019-Q1
Andhra Pradesh,2019,1,Huawei,220082,0.02657026381323,2019-Q1
Andhra Pradesh,2019,1,Lenovo,171471,0.020701509920477,2019-Q1
Andhra Pradesh,2019,1,Others,659126,0.079575575040936,2019-Q1
Andhra Pradesh,2019,2,Xiaomi,2389374,0.254486445472431,2019-Q2
Andhra Pradesh,2019,2,Samsung,1914378,0.203895770402885,2019-Q2
Andhra Pradesh,2019,2,Vivo,1466695,0.156214136900371,2019-Q2
Andhra Pradesh,2019,2,Oppo,963352,0.102604291424765,2019-Q2
Andhra Pradesh,2019,2,Realme,641519,0.068326637024186,2019-Q2
Andhra Pradesh,2019,2,Motorola,324778,0.034591319227398,2019-Q2
Andhra Pradesh,2019,2,Apple,264860,0.028209597973288,2019-Q2
Andhra Pradesh,2019,2,Oneplus,254273,0.027082002210458,2019-Q2
Andhra Pradesh,2019,2,Huawei,250859,0.026718385328026,2019-Q2
Andhra Pradesh,2019,2,Lenovo,189151,0.020146015503456,2019-Q2
Andhra Pradesh,2019,2,Others,729764,0.07772539853273,2019-Q2
Andhra Pradesh,2019,3,Xiaomi,2656468,0.25399617332682,2019-Q3
Andhra Pradesh,2019,3,Samsung,2123659,0.203052044839637,2019-Q3
Andhra Pradesh,2019,3,Vivo,1674109,0.160068662499224,2019-Q3
Andhra Pradesh,2019,3,Oppo,1087660,0.103995786089141,2019-Q3
Andhra Pradesh,2019,3,Realme,727964,0.069603725819277,2019-Q3
Andhra Pradesh,2019,3,Motorola,348910,0.033360765059266,2019-Q3
Andhra Pradesh,2019,3,Apple,286412,0.0273850661837,2019-Q3
Andhra Pradesh,2019,3,Huawei,282587,0.027019341709332,2019-Q3
Andhra Pradesh,2019,3,Oneplus,271100,0.025921020915328,2019-Q3
Andhra Pradesh,2019,3,Lenovo,194180,0.018566373446471,2019-Q3
Andhra Pradesh,2019,3,Others,805644,0.077031040111799,2019-Q3
Andhra Pradesh,2019,4,Xiaomi,2985953,0.253953283937252,2019-Q4
Andhra Pradesh,2019,4,Samsung,2379139,0.202344163485892,2019-Q4
Andhra Pradesh,2019,4,Vivo,1922141,0.163476792548454,2019-Q4
Andhra Pradesh,2019,4,Oppo,1241235,0.10556619758846,2019-Q4
Andhra Pradesh,2019,4,Realme,844668,0.071838442345446,2019-Q4
Andhra Pradesh,2019,4,Motorola,381692,0.032462646549553,2019-Q4
Andhra Pradesh,2019,4,Huawei,317290,0.026985299989802,2019-Q4
Andhra Pradesh,2019,4,Apple,308354,0.026225299231162,2019-Q4
Andhra Pradesh,2019,4,Oneplus,286412,0.024359146965486,2019-Q4
Andhra Pradesh,2019,4,Lenovo,208785,0.017757023096759,2019-Q4
Andhra Pradesh,2019,4,Others,882214,0.075031704261728,2019-Q4
Andhra Pradesh,2020,1,Xiaomi,3307542,0.25399529721104,2020-Q1
Andhra Pradesh,2020,1,Samsung,2622762,0.201409147247056,2020-Q1
Andhra Pradesh,2020,1,Vivo,2165012,0.166257258836159,2020-Q1
Andhra Pradesh,2020,1,Oppo,1387060,0.106516173324343,2020-Q1
Andhra Pradesh,2020,1,Realme,960418,0.073753154262843,2020-Q1
Andhra Pradesh,2020,1,Motorola,411062,0.031566587774898,2020-Q1
Andhra Pradesh,2020,1,Huawei,348324,0.026748763252511,2020-Q1
Andhra Pradesh,2020,1,Apple,329329,0.025290084671703,2020-Q1
Andhra Pradesh,2020,1,Oneplus,298911,0.022954202330506,2020-Q1
Andhra Pradesh,2020,1,Lenovo,227154,0.01744378385601,2020-Q1
Andhra Pradesh,2020,1,Others,964486,0.074065547232926,2020-Q1
Andhra Pradesh,2020,2,Xiaomi,3635594,0.253888024693297,2020-Q2
Andhra Pradesh,2020,2,Samsung,2888149,0.201690960164947,2020-Q2
Andhra Pradesh,2020,2,Vivo,2409399,0.168257938814952,2020-Q2
Andhra Pradesh,2020,2,Oppo,1535129,0.107204178865791,2020-Q2
Andhra Pradesh,2020,2,Realme,1072165,0.074873556837009,2020-Q2
Andhra Pradesh,2020,2,Motorola,445380,0.031102661198665,2020-Q2
Andhra Pradesh,2020,2,Huawei,379220,0.026482444608554,2020-Q2
Andhra Pradesh,2020,2,Apple,348938,0.024367731809555,2020-Q2
Andhra Pradesh,2020,2,Oneplus,309208,0.021593227499925,2020-Q2
Andhra Pradesh,2020,2,Lenovo,243288,0.016989771066731,2020-Q2
Andhra Pradesh,2020,2,Others,1053205,0.073549504440568,2020-Q2
Andhra Pradesh,2020,3,Xiaomi,3978789,0.253548707161203,2020-Q3
Andhra Pradesh,2020,3,Samsung,3154020,0.200990224251795,2020-Q3
Andhra Pradesh,2020,3,Vivo,2687996,0.1712928005618,2020-Q3
Andhra Pradesh,2020,3,Oppo,1695723,0.108060109333145,2020-Q3
Andhra Pradesh,2020,3,Realme,1207622,0.076955826719996,2020-Q3
Andhra Pradesh,2020,3,Motorola,477313,0.030416816287879,2020-Q3
Andhra Pradesh,2020,3,Huawei,408520,0.026032975824929,2020-Q3
Andhra Pradesh,2020,3,Apple,370327,0.023599123270142,2020-Q3
Andhra Pradesh,2020,3,Oneplus,322028,0.020521264904901,2020-Q3
Andhra Pradesh,2020,3,Lenovo,260912,0.016626641996558,2020-Q3
Andhra Pradesh,2020,3,Others,1129155,0.071955509687648,2020-Q3
Andhra Pradesh,2020,4,Xiaomi,4325662,0.253309843050988,2020-Q4
Andhra Pradesh,2020,4,Samsung,3419866,0.200266622707786,2020-Q4
Andhra Pradesh,2020,4,Vivo,2950572,0.172784866277263,2020-Q4
Andhra Pradesh,2020,4,Oppo,1856052,0.108690008792751,2020-Q4
Andhra Pradesh,2020,4,Realme,1361491,0.079728622237551,2020-Q4
Andhra Pradesh,2020,4,Motorola,506158,0.029640504398864,2020-Q4
Andhra Pradesh,2020,4,Huawei,437125,0.025597946659647,2020-Q4
Andhra Pradesh,2020,4,Apple,394191,0.023083740787447,2020-Q4
Andhra Pradesh,2020,4,Oneplus,336518,0.019706422222502,2020-Q4
Andhra Pradesh,2020,4,Lenovo,276671,0.016201794681775,2020-Q4
Andhra Pradesh,2020,4,Others,1212259,0.070989628183419,2020-Q4
Andhra Pradesh,2021,1,Xiaomi,4644641,0.252924664064762,2021-Q1
Andhra Pradesh,2021,1,Samsung,3635596,0.197976958170759,2021-Q1
Andhra Pradesh,2021,1,Vivo,3245151,0.176715213622415,2021-Q1
Andhra Pradesh,2021,1,Oppo,2010506,0.109482423862294,2021-Q1
Andhra Pradesh,2021,1,Realme,1531645,0.083405971977484,2021-Q1
Andhra Pradesh,2021,1,Motorola,518115,0.028214034695451,2021-Q1
Andhra Pradesh,2021,1,Huawei,455604,0.024809988252388,2021-Q1
Andhra Pradesh,2021,1,Apple,421002,0.022925730841327,2021-Q1
Andhra Pradesh,2021,1,Oneplus,355922,0.019381789094842,2021-Q1
Andhra Pradesh,2021,1,Lenovo,277980,0.015137445093543,2021-Q1
Andhra Pradesh,2021,1,Others,1267571,0.06902578032473,2021-Q1
Andhra Pradesh,2021,2,Xiaomi,4937684,0.251654243267576,2021-Q2
Andhra Pradesh,2021,2,Samsung,3798250,0.193581794519671,2021-Q2
Andhra Pradesh,2021,2,Vivo,3572140,0.182057861245442,2021-Q2
Andhra Pradesh,2021,2,Oppo,2173037,0.110751109594588,2021-Q2
Andhra Pradesh,2021,2,Realme,1817804,0.092646287212541,2021-Q2
Andhra Pradesh,2021,2,Motorola,503072,0.025639592057552,2021-Q2
Andhra Pradesh,2021,2,Apple,450689,0.022969837527881,2021-Q2
Andhra Pradesh,2021,2,Huawei,440324,0.022441574432983,2021-Q2
Andhra Pradesh,2021,2,Oneplus,394851,0.02012399529991,2021-Q2
Andhra Pradesh,2021,2,Lenovo,261201,0.013312382889576,2021-Q2
Andhra Pradesh,2021,2,Others,1271853,0.064821321952274,2021-Q2
Andhra Pradesh,2021,3,Xiaomi,5256707,0.249607429247758,2021-Q3
Andhra Pradesh,2021,3,Vivo,3981492,0.189055616508683,2021-Q3
Andhra Pradesh,2021,3,Samsung,3911188,0.1857173287354,2021-Q3
Andhra Pradesh,2021,3,Oppo,2382363,0.113123197462779,2021-Q3
Andhra Pradesh,2021,3,Realme,2134616,0.10135927533932,2021-Q3
Andhra Pradesh,2021,3,Motorola,486971,0.023123141432118,2021-Q3
Andhra Pradesh,2021,3,Apple,480993,0.02283928440679,2021-Q3
